"SiteID","Primary_Panel","Electrical_Panel_Label","Electrical_Panel_Type","Electrical_Panel_Brand","Electrical_Panel_Brand_Other","Electrical_Panel_Vintage","Electrical_Panel_Capacity"
"SITE_122","Primary",NA,"Breaker Panel","Sylvania (non-Challenger)",NA,"Unknown","225"
"SITE_122","Primary",NA,"Breaker Panel","Sylvania (non-Challenger)",NA,"Unknown","150"
"SITE_1220","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1220","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1221","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_1222","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_1223","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1224","Secondary",NA,"Breaker Panel","Square D",NA,"2013","Unknown"
"SITE_1224","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2013","100"
"SITE_1225","Unknown","Upstairs","Breaker Panel","General Electric",NA,"Unknown","Unknown"
"SITE_1225","Unknown","Downstairs","Breaker Panel","General Electric",NA,"Unknown","Unknown"
"SITE_1226","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1227","Secondary",NA,"Breaker Panel","Bryant",NA,"Unknown","Unknown"
"SITE_1227","Primary",NA,"Breaker Panel","Other","Zinsco","Unknown","100"
"SITE_1228","Primary",NA,"Breaker Panel","Federal Pacific/FPE/Noark",NA,"Unknown","100"
"SITE_1229","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_123","Primary",NA,"Fuse Panel","General Electric",NA,"Unknown","200"
"SITE_123","Secondary",NA,"Fuse Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_1230","Primary",NA,"Breaker Panel","Westinghouse",NA,"1992","200"
"SITE_1230","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","200"
"SITE_1230","Secondary",NA,"Breaker Panel","General Electric",NA,"Unknown","Unknown"
"SITE_1231","Primary",NA,"Breaker Panel","I-T-E/Imperial/Siemens",NA,"Unknown","100"
"SITE_1232","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_1233","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","150"
"SITE_1234","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2005","100"
"SITE_1235","Primary",NA,"Breaker Panel","Gould",NA,"Unknown","200"
"SITE_1236","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_1237","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1238","Primary",NA,"Breaker Panel","Siemens",NA,"1992","200"
"SITE_1239","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1239","Secondary",NA,"Breaker Panel","Square D",NA,"Unknown","125"
"SITE_124","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2016","200"
"SITE_1240","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1241","Primary",NA,"Breaker Panel","Square D",NA,"2021","200"
"SITE_1242","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_1243","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","100"
"SITE_1244","Primary",NA,"Breaker Panel","Square D",NA,"2006","200"
"SITE_1245","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_1245","Primary",NA,"Breaker Panel","Bryant",NA,"1975","200"
"SITE_1246","Primary",NA,"Breaker Panel","Square D",NA,"2001","200"
"SITE_1247","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1248","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_1249","Unknown","Older","Breaker Panel","Square D",NA,"Unknown","100"
"SITE_1249","Unknown","Newer","Breaker Panel","Homeline",NA,"Unknown","100"
"SITE_125","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","200"
"SITE_1250","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","100"
"SITE_1251","Primary",NA,"Breaker Panel","Square D",NA,"2015","200"
"SITE_1252","Primary",NA,"Breaker Panel","Square D",NA,"2006","200"
"SITE_1253","Primary",NA,"Breaker Panel","Square D",NA,"2015","200"
"SITE_1254","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_1255","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_1256","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1986","200"
"SITE_1257","Primary",NA,"Breaker Panel","Square D",NA,"1992","200"
"SITE_1258","Primary",NA,"Breaker Panel","Square D",NA,"1985","200"
"SITE_1258","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","100"
"SITE_1259","Primary",NA,"Breaker Panel","Siemens",NA,"1996","200"
"SITE_1259","Primary",NA,"Breaker Panel","Homeline",NA,"Unknown","100"
"SITE_126","Secondary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2016","100"
"SITE_126","Primary",NA,"Breaker Panel","Murray",NA,"Unknown","200"
"SITE_1260","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_1261","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_1261","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_1262","Primary",NA,"Breaker Panel","Square D",NA,"2003","200"
"SITE_1263","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_1263","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_1264","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_1265","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1266","Primary",NA,"Breaker Panel","Murray",NA,"2008","200"
"SITE_1267","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1269","Secondary",NA,"Fuse Panel","Eaton/Cutler Hammer",NA,"Unknown","Unknown"
"SITE_1269","Secondary",NA,"Fuse Panel","Wadsworth Electric",NA,"Unknown","Unknown"
"SITE_1269","Primary",NA,"Breaker Panel","Arrow-Hart/Murray",NA,"Unknown","Unknown"
"SITE_1269","Secondary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_1269","Primary",NA,"Fuse Panel","American Switch",NA,"Unknown","Unknown"
"SITE_127","Primary",NA,"Breaker Panel","Westinghouse",NA,"1995","200"
"SITE_127","Primary",NA,"Breaker Panel","Westinghouse",NA,"Unknown","125"
"SITE_1270","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2021","200"
"SITE_1271","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","200"
"SITE_1272","Primary",NA,"Breaker Panel","Square D",NA,"2005","200"
"SITE_1273","Primary",NA,"Breaker Panel","Square D",NA,"1997","200"
"SITE_1274","Primary",NA,"Breaker Panel","Pushmatic",NA,"Unknown","Unknown"
"SITE_1276","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2007","200"
"SITE_1277","Primary",NA,"Breaker Panel","I-T-E/Imperial/Siemens",NA,"1985","200"
"SITE_1277","Primary",NA,"Breaker Panel","Challenger/Zinsco/Magnetrip",NA,"Unknown","125"
"SITE_1278","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","100"
"SITE_1279","Primary",NA,"Breaker Panel","Siemens",NA,"2017","200"
"SITE_128","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","200"
"SITE_1280","Secondary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_1280","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_1280","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_1281","Secondary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_1281","Primary",NA,"Breaker Panel","Pushmatic",NA,"Unknown","100"
"SITE_1281","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","200"
"SITE_1282","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","225"
"SITE_1283","Primary",NA,"Breaker Panel","Square D",NA,"2008","200"
"SITE_1283","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1999","125"
"SITE_1283","Primary",NA,"Breaker Panel","Square D",NA,"2008","200"
"SITE_1284","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_1285","Unknown","Right panel","Breaker Panel","Westinghouse",NA,"Unknown","200"
"SITE_1285","Unknown","Left","Breaker Panel","Westinghouse",NA,"Unknown","200"
"SITE_1286","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1972","200"
"SITE_1287","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","200"
"SITE_1288","Primary",NA,"Breaker Panel","Square D",NA,"1993","200"
"SITE_1289","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_129","Primary",NA,"Breaker Panel","Square D",NA,"2016","200"
"SITE_1290","Primary",NA,"Breaker Panel","Murray",NA,"Unknown","125"
"SITE_1291","Unknown","Panel 1","Breaker Panel","Square D",NA,"2016","Unknown"
"SITE_1291","Unknown","Panel 2","Breaker Panel","Square D",NA,"2016","Unknown"
"SITE_1292","Primary",NA,"Breaker Panel","Westinghouse",NA,"Unknown","200"
"SITE_1293","Primary",NA,"Breaker Panel","Siemens",NA,"1999","200"
"SITE_1293","Primary",NA,"Breaker Panel","General Electric",NA,"1999","100"
"SITE_1293","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","125"
"SITE_1293","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","125"
"SITE_1294","Unknown","Unknown","Breaker Panel","General Electric",NA,"Unknown","100"
"SITE_1294","Unknown","Panel 2","Breaker Panel","Square D",NA,"Unknown","100"
"SITE_1295","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1295","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_1295","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_1295","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1296","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_1296","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_1297","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1298","Primary",NA,"Breaker Panel","Federal Pacific/FPE/Noark",NA,"Unknown","200"
"SITE_1299","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","150"
"SITE_13","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_130","Secondary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2009","125"
"SITE_130","Primary",NA,"Breaker Panel","Challenger/Zinsco/Magnetrip",NA,"Unknown","200"
"SITE_130","Primary",NA,"Breaker Panel","Challenger/Zinsco/Magnetrip",NA,"1994","125"
"SITE_130","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","Unknown"
"SITE_1300","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1980","200"
"SITE_1301","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1301","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","300"
"SITE_1301","Primary",NA,"Breaker Panel","Homeline",NA,"Unknown","Unknown"
"SITE_1302","Secondary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1302","Primary",NA,"Breaker Panel","Siemens",NA,"2007","200"
"SITE_1302","Secondary",NA,"Breaker Panel","General Electric",NA,"2010","100"
"SITE_1304","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1305","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_1305","Primary",NA,"Breaker Panel","Pushmatic",NA,"Unknown","Unknown"
"SITE_1306","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","100"
"SITE_1307","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_1307","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_1308","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","150"
"SITE_1309","Primary",NA,"Breaker Panel","Square D",NA,"2016","200"
"SITE_1309","Secondary",NA,"Breaker Panel","Square D",NA,"2016","Unknown"
"SITE_131","Primary",NA,"Breaker Panel","Challenger/Zinsco/Magnetrip",NA,"Unknown","200"
"SITE_1310","Secondary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1310","Secondary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1310","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","400"
"SITE_1310","Secondary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_1311","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_1312","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","200"
"SITE_1313","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2009","200"
"SITE_1314","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1315","Primary",NA,"Breaker Panel","Square D",NA,"1992","200"
"SITE_1316","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1316","Secondary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_1317","Primary",NA,"Breaker Panel","Challenger/Zinsco/Magnetrip",NA,"Unknown","200"
"SITE_1318","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1318","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1319","Primary",NA,"Breaker Panel","Underwriters Laboratories Inc",NA,"Unknown","200"
"SITE_1319","Secondary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_1320","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2017","200"
"SITE_1321","Primary",NA,"Breaker Panel","Gould",NA,"Unknown","200"
"SITE_1322","Primary",NA,"Breaker Panel","Square D",NA,"2012","200"
"SITE_1323","Primary",NA,"Breaker Panel","Siemens",NA,"2017","200"
"SITE_1324","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2007","200"
"SITE_1325","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","200"
"SITE_1326","Primary",NA,"Breaker Panel","Federal Pacific/FPE/Noark",NA,"Unknown","200"
"SITE_1326","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_1327","Unknown","Main 1","Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_1327","Unknown","Main 2","Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_1328","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2004","200"
"SITE_1328","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","Unknown"
"SITE_1329","Primary",NA,"Breaker Panel","Square D",NA,"2015","200"
"SITE_133","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_1330","Primary",NA,"Breaker Panel","Murray",NA,"Unknown","Unknown"
"SITE_1331","Primary",NA,"Breaker Panel","Siemens",NA,"2002","200"
"SITE_1332","Primary",NA,"Breaker Panel","General Electric",NA,"1985","200"
"SITE_1333","Primary",NA,"Breaker Panel","Westinghouse",NA,"1992","200"
"SITE_1334","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_1335","Primary",NA,"Breaker Panel","Square D",NA,"2019","200"
"SITE_1336","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2004","200"
"SITE_1337","Primary",NA,"Unknown","Eaton/Cutler Hammer",NA,"2019","200"
"SITE_1338","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","200"
"SITE_1339","Primary",NA,"Breaker Panel","Gould",NA,"Unknown","200"
"SITE_134","Primary",NA,"Breaker Panel","Siemens",NA,"2012","100"
"SITE_1340","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_1341","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2009","200"
"SITE_1342","Unknown","Unknown","Breaker Panel","Federal Pacific/FPE/Noark",NA,"Unknown","200"
"SITE_1342","Unknown","Unknown","Breaker Panel","Federal Pacific/FPE/Noark",NA,"Unknown","200"
"SITE_1343","Primary",NA,"Breaker Panel","Siemens",NA,"2009","200"
"SITE_1344","Primary",NA,"Breaker Panel","Siemens",NA,"2002","200"
"SITE_1345","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1346","Primary",NA,"Breaker Panel","Sylvania (non-Challenger)",NA,"Unknown","125"
"SITE_1347","Primary",NA,"Breaker Panel","I-T-E/Imperial/Siemens",NA,"Unknown","200"
"SITE_1349","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_135","Primary",NA,"Breaker Panel","Siemens",NA,"2006","200"
"SITE_1350","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_1350","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","Unknown"
"SITE_1351","Primary",NA,"Breaker Panel","Siemens",NA,"2004","200"
"SITE_1352","Primary",NA,"Breaker Panel","Siemens",NA,"2016","200"
"SITE_1353","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2015","200"
"SITE_1354","Primary",NA,"Breaker Panel","General Electric",NA,"1979","200"
"SITE_1354","Secondary",NA,"Breaker Panel","General Electric",NA,"Unknown","Unknown"
"SITE_1355","Primary",NA,"Breaker Panel","Challenger/Zinsco/Magnetrip",NA,"1993","200"
"SITE_1356","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_1357","Primary",NA,"Fuse Panel","Other","Electri-Center","Unknown","Unknown"
"SITE_1358","Primary",NA,"Breaker Panel","Westinghouse",NA,"Unknown","200"
"SITE_1359","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","200"
"SITE_136","Primary",NA,"Breaker Panel","Underwriters Laboratories Inc",NA,"1977","200"
"SITE_1360","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_1361","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1995","200"
"SITE_1361","Secondary",NA,"Breaker Panel","Other","Eylander Electric","2008","100"
"SITE_1364","Primary",NA,"Breaker Panel","Gould",NA,"Unknown","200"
"SITE_1365","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_1366","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","125"
"SITE_1366","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_1367","Primary",NA,"Breaker Panel","Federal Pacific/FPE/Noark",NA,"1985","225"
"SITE_1368","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_1369","Primary",NA,"Breaker Panel","Square D",NA,"1986","200"
"SITE_137","Primary",NA,"Unknown","Unknown",NA,"Unknown","200"
"SITE_1370","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_1370","Secondary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_1370","Secondary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","Unknown"
"SITE_1371","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_1372","Primary",NA,"Breaker Panel","Square D",NA,"2015","125"
"SITE_1372","Secondary",NA,"Breaker Panel","Square D",NA,"2022","100"
"SITE_1373","Unknown","Unknown","Breaker Panel","Eaton/Cutler Hammer",NA,"1991","200"
"SITE_1373","Unknown","Unknown","Breaker Panel","Eaton/Cutler Hammer",NA,"2018","200"
"SITE_1374","Primary",NA,"Breaker Panel","Arrow-Hart/Murray",NA,"Unknown","Unknown"
"SITE_1375","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2009","200"
"SITE_1375","Primary",NA,"Breaker Panel","Square D",NA,"2009","100"
"SITE_1376","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2019","125"
"SITE_1376","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_1377","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2008","125"
"SITE_1378","Unknown","Panel 1","Breaker Panel","General Electric",NA,"Unknown","200"
"SITE_1378","Unknown","Panel 2","Breaker Panel","General Electric",NA,"Unknown","200"
"SITE_1379","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_1379","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_138","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1981","200"
"SITE_138","Secondary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1981","200"
"SITE_1380","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_1381","Primary",NA,"Breaker Panel","General Electric",NA,"1977","200"
"SITE_1382","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1978","200"
"SITE_1382","Secondary",NA,"Breaker Panel","Other","Gen-Tran","2018","Unknown"
"SITE_1383","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_1384","Primary",NA,"Breaker Panel","Siemens",NA,"1996","200"
"SITE_1385","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1387","Unknown","L","Breaker Panel","Eaton/Cutler Hammer",NA,"2015","225"
"SITE_1387","Unknown","R","Breaker Panel","Eaton/Cutler Hammer",NA,"2015","225"
"SITE_1388","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","200"
"SITE_1389","Primary",NA,"Breaker Panel","Square D",NA,"2017","200"
"SITE_139","Primary",NA,"Breaker Panel","Square D",NA,"2014","200"
"SITE_1390","Primary",NA,"Breaker Panel","Unknown",NA,"1974","125"
"SITE_1391","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_1392","Secondary",NA,"Breaker Panel","Federal Pacific/FPE/Noark",NA,"Unknown","150"
"SITE_1392","Primary",NA,"Breaker Panel","Unknown",NA,"1987","Unknown"
"SITE_1393","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_1394","Primary",NA,"Breaker Panel","Federal Pacific/FPE/Noark",NA,"Unknown","125"
"SITE_1395","Primary",NA,"Breaker Panel","Square D",NA,"1996","200"
"SITE_1396","Secondary",NA,"Breaker Panel","Siemens",NA,"Unknown","100"
"SITE_1396","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_1397","Primary",NA,"Breaker Panel","Square D",NA,"1992","125"
"SITE_1398","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_1399","Secondary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_1399","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_140","Primary",NA,"Breaker Panel","Bryant",NA,"Unknown","200"
"SITE_1400","Primary",NA,"Breaker Panel","Challenger/Zinsco/Magnetrip",NA,"Unknown","200"
"SITE_1401","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","100"
"SITE_1402","Primary",NA,"Breaker Panel","Siemens",NA,"2003","200"
"SITE_1403","Primary",NA,"Breaker Panel","Square D",NA,"1994","200"
"SITE_1404","Primary",NA,"Breaker Panel","Siemens",NA,"1996","200"
"SITE_1405","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","Unknown"
"SITE_1406","Primary",NA,"Breaker Panel","Arrow-Hart/Murray",NA,"Unknown","Unknown"
"SITE_1407","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","125"
"SITE_1408","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_1409","Primary",NA,"Breaker Panel","Arrow-Hart/Murray",NA,"Unknown","200"
"SITE_1409","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
