"SiteID","System_Type","Evidence_of_Duct_Sealing","Duct_Sealing_Material","Duct_Sealing_Material_Other","Cavity_Used_for_Air_Transport","Duct_Location_Supply","Duct_Location_Return","Percentage_of_Supply_Ducts_in_Conditioned_Space","Percentage_of_Return_Ducts_in_Conditioned_Space","Percentage_of_Supply_Ducts_in_Unconditioned_and_Inaccessible_Sp","Percentage_Ducts_In_Good_Condition","Crossover_Present","Crossover_Condition","Flex_Run_Insulation_Type","Insulation_Present","Insulation_Type","Insulation_Thickness","Insulation_Condition","Ductboard_P_Thickness"
"SITE_1133","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, In Walls and Ceilings, Garage, Attic","In Walls and Ceilings, Garage","25","50","0","100","No","Unknown",NA,"Yes","Foil-faced fiberglass","Unknown","100",NA
"SITE_1135","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Crawlspace / Basement","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1137","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Crawlspace / Basement","0","0","100","100","No","Unknown","R4","Yes","Unknown","Unknown","Unknown",NA
"SITE_1138","Unknown","No",NA,NA,"Yes","Crawlspace / Basement","In Walls and Ceilings","0","100","0","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_1141","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","In Walls and Ceilings","0","Unknown","100","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1142","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement","In Walls and Ceilings","100","90","0","90","No","Unknown","R4","Yes","Foil-faced fiberglass","1","100",NA
"SITE_1143","All Metal","No",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement","Unknown","0","100","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1144","Unknown","Unknown",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement","25","0","75","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_1146","All Metal","Yes","Duct or Foil tape",NA,"No","In Walls and Ceilings","Crawlspace / Basement","100","0","0","100","No","Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA
"SITE_1149","Duct Board Plenum, Flex Runs","Unknown",NA,NA,"Yes","Crawlspace / Basement","In Walls and Ceilings","0","100","100","25","No","Unknown","R4","Yes","Fiberglass batts","2","25","1"
"SITE_115","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","75","90","0","75","No","Unknown","Unknown","No","Unknown","Unknown","Unknown",NA
"SITE_1150","All Metal","No",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1152","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","50","50","50","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1154","Metal Plenum, Flex Runs","Unknown",NA,NA,"No","Attic, Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings","Unknown","Unknown","Unknown","Unknown","No","Unknown","R8","Yes","Fiberglass batts","2.5","100",NA
"SITE_1156","All Metal","Yes","Mastic",NA,"No","Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings, Crawlspace / Basement","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1157","Unknown","Unknown",NA,NA,"No","In Walls and Ceilings","In Walls and Ceilings","100","100","0","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_1159","All Metal","No",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement","0","0","0","Unknown","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1163","All Metal","Unknown",NA,NA,"Unknown","In Walls and Ceilings","In Walls and Ceilings","90","90","Unknown","Unknown","No","Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA
"SITE_1164","All Metal","Yes","Duct or Foil tape",NA,"Unknown","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","100","100","0","90","No","Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA
"SITE_1165","Unknown","Yes","Other","Duct,  foil,  and packaging tape,  spray foam,  insulation stuck in places to move air to vents","Yes","In Walls and Ceilings, Crawlspace / Basement","In Walls and Ceilings, Crawlspace / Basement","100","100","0","0","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_1166","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Attic, In Walls and Ceilings","0","50","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1168","All Metal","No",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1169","All Metal","Yes","Mastic",NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_117","90 Flex (spider system)","No",NA,NA,"No","Attic","Attic","0","0","0","100","No","Unknown","Unknown","No",NA,NA,"Unknown",NA
"SITE_1170","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Attic","0","25","0","100","No","Unknown","R8","Yes","Foil-faced fiberglass","3","100",NA
"SITE_1171","Metal Plenum, Flex Runs","Yes","Mastic",NA,"No","Crawlspace / Basement","Crawlspace / Basement","100","100","0","100","No","Unknown","R4","Yes","Unknown","Unknown","Unknown",NA
"SITE_1174","Metal Plenum, Flex Runs","Yes","Duct or Foil tape, Mortite",NA,"No","Crawlspace / Basement","In Walls and Ceilings","100","100","0","100","No","Unknown","R8","Yes","Fiberglass batts","0","100",NA
"SITE_1175","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"Yes","Crawlspace / Basement","Attic","0","0","Unknown","90","No","Unknown","R6","Yes","Foil-faced fiberglass","3","Unknown",NA
"SITE_1176","All Metal","No",NA,NA,"Yes","Crawlspace / Basement","Crawlspace / Basement","0","0","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1177","All Metal","No",NA,NA,"No","Attic, In Walls and Ceilings","In Walls and Ceilings","75","90","25","90","No","Unknown",NA,"Yes","Fiberglass batts","Unknown","90",NA
"SITE_1178","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"Yes","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","50","25","50","90","No","Unknown","Unknown","Yes","Unknown","Unknown","100",NA
"SITE_1180","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Attic","0","0","0","100","No","Unknown","Unknown","Yes","Unknown","Unknown","Unknown",NA
"SITE_1182","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings, Crawlspace / Basement","25","25","0","Unknown","No","Unknown","R4","Yes","Fiberglass batts","2","100",NA
"SITE_1183","All Metal","Yes","Duct or Foil tape",NA,"Unknown","Crawlspace / Basement","Attic","0","25","0","Unknown","No","Unknown",NA,"Yes","Unknown","Unknown","90",NA
"SITE_1184","All Metal","No",NA,NA,"No","Crawlspace / Basement","Attic","0","0","0","90","No","Unknown",NA,"Yes","Fiberglass batts","1.5","50",NA
"SITE_1185","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Crawlspace / Basement, In Walls and Ceilings","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1186","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Crawlspace / Basement","100","100","0","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1187","Metal Plenum, Flex Runs","Unknown",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings, Crawlspace / Basement","0","0","100","90","No","Unknown","Unknown","No","Unknown","Unknown","Unknown",NA
"SITE_1189","All Metal","No",NA,NA,"Yes","Attic, In Walls and Ceilings","Crawlspace / Basement","25","0","0","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1190","All Metal","Yes","Duct or Foil tape",NA,"No","In Walls and Ceilings","In Walls and Ceilings","75","100","25","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1192","All Metal","Yes","Duct or Foil tape, Mastic",NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","100","100","0","90","Yes","Connected",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1193","All Metal","No",NA,NA,"No","Crawlspace / Basement","Attic","0","0","0","Unknown","No","Unknown",NA,"Yes","Fiberglass batts","1.5","90",NA
"SITE_1194","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement","25","0","0","100","No","Unknown",NA,"Yes","Fiberglass batts","1.5","100",NA
"SITE_1195","All Metal","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1197","Metal Plenum, Flex Runs","No",NA,NA,"Yes","Crawlspace / Basement","In Walls and Ceilings, Crawlspace / Basement","0","0","0","75","Yes","Partially connected","Unknown","Yes","Fiberglass batts","Unknown","75",NA
"SITE_1198","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"Unknown","Crawlspace / Basement","Crawlspace / Basement","100","100","0","90","No","Unknown","R8","Yes","Unknown","Unknown","Unknown",NA
"SITE_1199","All Metal","Yes","Mastic",NA,"No","Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings, Crawlspace / Basement","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_12","All Metal","Yes","Duct or Foil tape",NA,"No","In Walls and Ceilings","Attic","0","0","0","100","No","Unknown",NA,"Yes","Fiberglass batts","5","90",NA
"SITE_120","All Metal","No",NA,NA,"Unknown","In Walls and Ceilings","In Walls and Ceilings","100","100","0","Unknown","Unknown","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1200","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","Attic, In Walls and Ceilings","25","50","75","Unknown","No","Unknown","Unknown","Yes","Foil-faced fiberglass","1","Unknown",NA
"SITE_1201","All Metal","No",NA,NA,"No","Crawlspace / Basement","In Walls and Ceilings, Crawlspace / Basement","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1202","90 Flex (spider system)","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement","90","100","Unknown","100","No","Unknown","Unknown","Yes",NA,NA,"100",NA
"SITE_1205","All Metal","No",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement","100","100","0","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1207","All Metal","Yes","Mastic",NA,"No","Attic, In Walls and Ceilings","Attic, In Walls and Ceilings","50","25","50","Unknown","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1208","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement","25","50","75","100","No","Unknown","Unknown","Yes","Fiberglass batts","8","100",NA
"SITE_1209","All Metal","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1212","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement","Attic","0","0","0","100","No","Unknown","R6","Yes","Unknown","Unknown","Unknown",NA
"SITE_1213","90 Flex (spider system)","No",NA,NA,"No","Crawlspace / Basement","In Walls and Ceilings","75","75","25","90","No","Unknown","Unknown","Yes",NA,NA,"90",NA
"SITE_1214","All Metal","No",NA,NA,"No","Crawlspace / Basement","Attic","0","0","0","Unknown","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1215","All Metal","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings","75","90","25","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1216","All Metal","Yes","Mastic",NA,"Yes","In Walls and Ceilings, Crawlspace / Basement","In Walls and Ceilings, Crawlspace / Basement","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1217","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","0","25","0","90","No","Unknown",NA,"Yes","Foil-faced fiberglass","1","50",NA
"SITE_1219","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, Attic","Attic","25","25","75","Unknown","No","Unknown","Unknown","Yes","Fiberglass batts","2.5","90",NA
"SITE_1220","All Metal","No",NA,NA,"No","Crawlspace / Basement","Attic","0","0","0","90","No","Unknown",NA,"Yes","Fiberglass batts","Unknown","100",NA
"SITE_1221","Metal Plenum, Flex Runs","Unknown",NA,NA,"No","Crawlspace / Basement","Attic, In Walls and Ceilings","0","0","0","90","No","Unknown","Unknown","Yes","Unknown","Unknown","Unknown",NA
"SITE_1222","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"Yes","Crawlspace / Basement","Crawlspace / Basement","0","0","100","100","No","Unknown","Unknown","Yes","Unknown","Unknown","Unknown",NA
"SITE_1223","All Metal","Yes","Mortite",NA,"No","Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings, Crawlspace / Basement","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1225","All Metal","No",NA,NA,"No","In Walls and Ceilings","In Walls and Ceilings","100","100","0","25","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1226","All Metal","Yes","Other","Spray foam used to seal joints in some spots","Yes","In Walls and Ceilings","In Walls and Ceilings, Attic","100","50","0","100","No","Connected",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1227","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Crawlspace / Basement","0","0","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1228","All Metal","No",NA,NA,"No","In Walls and Ceilings","In Walls and Ceilings","100","100","0","75","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1229","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement","Attic","0","0","0","90","No","Unknown","R6","Yes","Foil-faced fiberglass","3","90",NA
"SITE_123","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement","0","90","100","90","No","Unknown","Unknown","No","Unknown","Unknown","Unknown",NA
"SITE_1230","Unknown","No",NA,NA,"No","Crawlspace / Basement","In Walls and Ceilings","0","100","0","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_1232","All Metal","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","Attic, In Walls and Ceilings","50","50","50","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1233","All Metal","No",NA,NA,"No","In Walls and Ceilings, Crawlspace / Basement","In Walls and Ceilings, Crawlspace / Basement","50","50","50","Unknown","Unknown","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1234","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings, Garage","Attic, Garage","25","0","0","100","No","Unknown","R8","Yes","Foil-faced fiberglass","2","75",NA
"SITE_1237","Metal Plenum, Flex Runs","Yes","Caulking",NA,"No","In Walls and Ceilings, Crawlspace / Basement","In Walls and Ceilings, Crawlspace / Basement","100","100","0","100","No","Unknown","R6","Yes","Unknown","0","100",NA
"SITE_1238","Unknown","No",NA,NA,"No","Crawlspace / Basement","In Walls and Ceilings","0","100","0","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_1239","All Metal","No",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement, In Walls and Ceilings","100","75","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1241","All Metal","No",NA,NA,"Yes","Crawlspace / Basement","In Walls and Ceilings","0","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1242","Unknown","No",NA,NA,"Yes","Attic","In Walls and Ceilings","0","100","100","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_1243","All Metal","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","50","50","50","90","Unknown","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1244","Metal Plenum, Flex Runs","Yes","Caulking",NA,"Yes","Crawlspace / Basement, In Walls and Ceilings, Attic","Attic, In Walls and Ceilings","0","0","0","90","No","Unknown","R8","Yes","Unknown","Unknown","Unknown",NA
"SITE_1245","Metal Plenum, Flex Runs","Yes","Duct or Foil tape, Caulking",NA,"Unknown","Crawlspace / Basement, Attic","In Walls and Ceilings, Attic","0","0","0","Unknown","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","Unknown",NA
"SITE_1246","All Metal","Unknown",NA,NA,"Unknown","Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings, Crawlspace / Basement","100","100","0","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_125","All Metal","No",NA,NA,"No","In Walls","In Walls","100","100","0","85","No","Unknown",NA,"Yes","Unknown","Unknown","0",NA
"SITE_1250","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Crawlspace / Basement, In Walls and Ceilings","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1251","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement, In Walls and Ceilings","100","100","0","100","No","Unknown","R4","Yes","Unknown","Unknown","Unknown",NA
"SITE_1252","Unknown","Unknown",NA,NA,"Unknown","Unknown","In Walls and Ceilings","Unknown","75","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_1253","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","Attic","25","0","0","100","No","Unknown","R8","Yes","Foil-faced fiberglass","2","100",NA
"SITE_1254","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","In Walls and Ceilings, Crawlspace / Basement","100","100","0","100","No","Unknown","R8","Yes","Unknown","Unknown","Unknown",NA
"SITE_1255","All Metal","No",NA,NA,"Yes","Crawlspace / Basement","Crawlspace / Basement","0","0","0","50","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1257","All Metal","No",NA,NA,"No","In Walls and Ceilings","In Walls and Ceilings","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1259","Metal Plenum, Flex Runs","No",NA,NA,"Yes","Crawlspace / Basement","Unknown","0","Unknown","0","75","Unknown","Unknown","Unknown","Yes","Foil-faced fiberglass","Unknown","75",NA
"SITE_126","All Metal","No",NA,NA,"Unknown","Crawlspace / Basement","Crawlspace / Basement","100","100","0","Unknown","No","Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA
"SITE_1260","All Metal","No",NA,NA,"No","In Walls and Ceilings, Garage","In Walls and Ceilings, Garage","50","50","0","Unknown","No","Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA
"SITE_1262","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement, Garage","0","0","0","100","No","Unknown","R8","Yes","Unknown","Unknown","Unknown",NA
"SITE_1263","Metal Plenum, Flex Runs","Yes","Mastic",NA,"Unknown","Crawlspace / Basement","Crawlspace / Basement","0","0","0","90","No","Unknown","R4","Yes","Unknown","Unknown","Unknown",NA
"SITE_1264","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1265","All Metal","No",NA,NA,"No","In Walls and Ceilings","In Walls and Ceilings","90","90","Unknown","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1266","90 Flex (spider system)","Unknown",NA,NA,"No","In Walls and Ceilings, Crawlspace / Basement, Attic","Attic, In Walls and Ceilings","25","25","0","Unknown","No","Unknown","R8","Yes",NA,NA,"100",NA
"SITE_127","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Crawlspace / Basement","100","100","0","Unknown","No","Unknown","R8","Yes","Foil-faced fiberglass","3","100",NA
"SITE_1272","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Attic, In Walls and Ceilings","0","25","0","100","No","Unknown","R6","Yes","Foil-faced fiberglass","0.5","100",NA
"SITE_1273","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Crawlspace / Basement","0","0","100","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1274","All Metal","No",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement, In Walls and Ceilings","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1276","All Metal","No",NA,NA,"No","Crawlspace / Basement","Unknown","0","Unknown","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1277","90 Flex (spider system)","Unknown",NA,NA,"Yes","Attic, In Walls and Ceilings","In Walls and Ceilings","0","100","75","90","No","Unknown","R8","Yes",NA,NA,"Unknown",NA
"SITE_1278","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","0","0","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1279","All Metal","No",NA,NA,"No","Crawlspace / Basement","In Walls and Ceilings","0","100","0","100","No","Unknown",NA,"Yes","Fiberglass batts","1","100",NA
"SITE_128","Metal Plenum, Flex Runs","No",NA,NA,"No","Attic, In Walls and Ceilings","Attic, In Walls and Ceilings","50","25","0","90","No","Unknown","Unknown","No","Unknown","Unknown","Unknown",NA
"SITE_1280","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings, Attic","100","90","0","100","No","Unknown","R4","Yes","Unknown","Unknown","Unknown",NA
"SITE_1281","All Metal","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","100","100","0","Unknown","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1282","All Metal","No",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement","0","0","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1283","All Metal","Unknown",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","100","100","0","Unknown","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1284","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, In Walls and Ceilings","Attic, In Walls and Ceilings","0","50","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1285","All Metal","Yes","Caulking",NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1288","All Metal","Yes","Duct or Foil tape",NA,"Yes","In Walls and Ceilings","In Walls and Ceilings","75","75","25","90","No","Unknown",NA,"Yes","Fiberglass batts","6","75",NA
