"SiteID","Floor_Type","Floor_Area","Is_Space_Conditioned","Floor_Area_Is_Estimated","Perimeter","Perimeter_Is_Estimated","Type_of_Area_Below","Area_Below_Heated","Framing_Type","Framing_Size","Framing_Spacing","Framing_Spacing_Other","Crawlspace_Vents_Present","Crawlspace_Vents_Blocked","Basement_Percent_Below_Grade","Central_Heating_Equipment_in_Basement","Ducting_in_Basement","Slab_Heated","Slab_Insulated","Slab_Insulation_Position","Slab_Insulation_Type","Slab_Insulation_Thickness","Slab_Insulation_Condition","Slab_Insulation_Source","Slab_Insulation_Source_Other","Floor_Insulated","Floor_Insulation_Type","Floor_Insulation_Thickness","Floor_Insulation_Condition","Crawlspace_Walls_Insulated","Crawlspace_Wall_Insulation_Type","Crawlspace_Wall_Insulation_Condition","Crawlspace_Wall_Insulation_Thickness","Crawlspace_Wall_Insulation_Source","Crawlspace_Wall_Insulation_Source_Other","Crawlspace_Wall_Exteriors_Insulated","Crawlspace_Wall_Exterior_Insulation_Type","Crawlspace_Wall_Exterior_Insulation_Thickness","Crawlspace_Wall_Exterior_Insulation_Condition","Crawlspace_Wall_Exterior_Insulation_Source","Crawlspace_Wall_Exterior_Insulation_Source_Other","Basement_Floor_Above_Insulated","Basement_Floor_Above_Insulation_Type","Basement_Floor_Above_Insulation_Thickness","Basement_Floor_Above_Insulation_Condition","Floor_Above_Insulation_Source","Floor_Above_Insulation_Source_Other","Basement_Floor_Above_Insulation_Source","Basement_Floor_Above_Insulation_Source_Other","Floor_Insulation_U-Value","Floor_Insulation_R-Value","Floor_U-Value_for_Heat_Loss","Slab_F-Value_for_Heat_Loss","Floor_Heat_Loss_Rate_UA"
"SITE_1024","Crawlspace","747.7","No","Measured or Known","117.6","Measured or Known",NA,NA,"Post and Beam","2x8 or 4x8","24 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1025","Crawlspace","2700","No","Measured or Known","214","Unknown",NA,NA,"Post and Beam","2x8 or 4x8","16 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Cellulose batts","5","0.75","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.104049130058824","9.375","0.104049130058824",NA,"280.932651158825"
"SITE_1026","Slab","2173",NA,"Estimated","186","Estimated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","135.78"
"SITE_1027","Crawlspace","1332","No","Measured or Known","148","Measured or Known",NA,NA,"Joist","2x6 or 4x6","16 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","6","1","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0472056536206935","20.46","0.0472056536206935",NA,"62.8779306227638"
"SITE_1028","Basement","932","Yes","Measured or Known","124.5","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"80","No","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","57.27"
"SITE_1029","Basement","864","Yes","Measured or Known","119","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"70","Yes","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"0.360962636222107",NA,"0","0.73","63.07"
"SITE_103","Floor over other - Frame","1346.6",NA,"Estimated",NA,NA,"Residential Occupancy","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","According to homeowner",NA,NA,"0.0293255131964809","34.1","0",NA,"39.4897360703812"
"SITE_103","Basement","1446.6","Yes","Measured or Known","159.2","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"90","No","No","Yes","Yes","Complete","Extruded polystyrene foam board (pink or blue)","1.5",NA,"Other","According to homeowner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","5.5","1",NA,NA,"Other","According to homeowner","0.30538219070134","18.755","0","0.36","73.232"
"SITE_1030","Crawlspace","1171","No","Unknown","122.5","Unknown",NA,NA,"Joist","2x12 or 4x12","30 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Yes","Fiberglass batts","1","3.5","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0837871805613741","11.935","0.0837871805613741",NA,"98.1147884373691"
"SITE_1031","Crawlspace","1870","No","Measured or Known","195","Measured or Known",NA,NA,"Post and Beam","2x12 or 4x12","16 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","12","1","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0261612761498626","40.92","0.0261612761498626",NA,"48.9215864002431"
"SITE_1032","Slab","554",NA,"Measured or Known","100","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Yes","Unknown","Unknown",NA,NA,"Visual inspection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA
"SITE_1032","Floor over other - Frame","554",NA,"Measured or Known",NA,NA,"Residential Occupancy","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IR Camera",NA,NA,NA,NA,NA,"0",NA,NA
"SITE_1033","Crawlspace","831","No","Estimated","115","Estimated",NA,NA,"Joist","2x6 or 4x6","16 inches on center",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1033","Basement","656","Yes","Estimated","102","Estimated",NA,NA,NA,NA,NA,NA,NA,NA,"100","Yes","Insulated","No","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"0.312973124300112",NA,"0","0.73","46.92"
"SITE_1034","Basement","616","No","Measured or Known","99","Estimated",NA,NA,NA,NA,NA,NA,NA,NA,"100","Yes","Uninsulated","No","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"0.19",NA,"0.117321428571429","0.73","72.27"
"SITE_1034","Crawlspace","657","No","Estimated","102","Estimated",NA,NA,"Post and Beam","2x12 or 4x12","16 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1035","Basement","1110","Yes","Measured or Known","134","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"50","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","3.5","0.25",NA,NA,"Visual inspection",NA,"0.486697061803445","2.98375","0","0.73","71.02"
"SITE_1036","Crawlspace","1490.1","No","Measured or Known","273.2","Measured or Known",NA,NA,"Joist","2x10 or 4x10","30 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","8","1","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0372003006406628","27.28","0.0372003006406628",NA,"55.4321679846516"
"SITE_1036","Slab","614.4",NA,"Measured or Known","101.4","Estimated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","74.022"
"SITE_1037","Slab","206",NA,"Measured or Known","60","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","43.8"
"SITE_1037","Crawlspace","768","No","Measured or Known","111","Estimated",NA,NA,"Unknown","Unknown","Unknown",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1038","Basement","1100","Yes","Measured or Known","150","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"80","Yes","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","69"
"SITE_104","Crawlspace","1454","No","Unknown","154","Unknown",NA,NA,"Joist","2x8 or 4x8","16 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","4","0.9","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0798864377171192","12.276","0.0798864377171192",NA,"116.154880440691"
"SITE_1040","Crawlspace","132","No","Measured or Known","46","Measured or Known",NA,NA,"Joist","2x10 or 4x10","16 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Yes","Expanded polystyrene foam board (white)","1",NA,"Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1040","Crawlspace","1344","No","Measured or Known","152","Measured or Known",NA,NA,"Post and Beam","2x10 or 4x10","16 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Yes","Expanded polystyrene foam board (white)","1",NA,"Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1040","Crawlspace","392","No","Measured or Known","84","Measured or Known",NA,NA,"Post and Beam","2x10 or 4x10","16 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Yes","Expanded polystyrene foam board (white)",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1041","Basement","Unknown","Yes",NA,"1752","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"75","Yes","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"0.0431170968752967",NA,"0","0.73","805.92"
"SITE_1042","Slab","967",NA,"Measured or Known","128","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Yes","Perimeter","Unknown",NA,NA,"Visual inspection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA
"SITE_1042","Floor over other - Frame","967",NA,"Measured or Known",NA,NA,"Residential Occupancy","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"SITE_1043","Slab","888",NA,"Measured or Known","127","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","92.71"
"SITE_1043","Crawlspace","2205","No","Measured or Known","233","Measured or Known",NA,NA,"Post and Beam","2x12 or 4x12","16 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Yes","Fiberglass batts","1","9.5","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0308689612594536","32.395","0.0308689612594536",NA,"68.0660595770952"
"SITE_1044","Basement","1215","Yes","Measured or Known","140","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"40","Yes","Uninsulated","No","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"0.214521709245045",NA,"0","0.73","74.2"
"SITE_1045","Crawlspace","903","No","Measured or Known","125","Measured or Known",NA,NA,NA,NA,"Other","Mobile home. Steel I beams support the house,  but don’t have access to the material and spacing of that material above the I beams (the insulated area)","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","8","0.9","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0407298794395569","24.552","0.0463355904242946",NA,"41.841038153138"
"SITE_1047","Crawlspace","1750","No","Measured or Known","170","Measured or Known",NA,NA,"Joist","2x12 or 4x12","30 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","12","0.9","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0445643909880442","36.828","0.0445643909880442",NA,"77.9876842290773"
"SITE_1048","Crawlspace","1230","No","Measured or Known","152","Measured or Known",NA,NA,"Post and Beam","2x10 or 4x10","24 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1048","Crawlspace","556","No","Measured or Known","94","Measured or Known",NA,NA,"Post and Beam","2x10 or 4x10","16 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","10",NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","Currently inaccessible",NA,NA,"0.0487459383800359",NA,"0.0487459383800359",NA,"27.1027417393"
"SITE_1049","Crawlspace","1700","No","Estimated","162","Estimated",NA,NA,"Post and Beam","2x8 or 4x8","24 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","6","1","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0488758553274682","20.46","0.0384957840818476",NA,"65.442832939141"
"SITE_105","Crawlspace","2756","No","Measured or Known","245","Measured or Known",NA,NA,"Post and Beam","2x10 or 4x10","30 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","6","0.9","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0543065059194091","18.414","0.0480863914877752",NA,"132.526094940308"
"SITE_1050","Basement","1279","Yes","Measured or Known","145","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"50","Yes","Uninsulated","No","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","76.85"
"SITE_1050","Crawlspace","429","Yes","Measured or Known","68","Measured or Known",NA,NA,"Post and Beam","2x10 or 4x10","16 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","10","1","Yes","Fiberglass batts","1","4","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0293255131964809","34.1","0.0254997914352273",NA,"10.9394105257125"
"SITE_1051","Crawlspace","Unknown","No",NA,"Unknown",NA,NA,NA,"Post and Beam","2x6 or 4x6","12 inches on center",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","8","0.9","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0546980683920504","24.552","Unknown",NA,"Unknown"
"SITE_1052","Crawlspace","Unknown","No",NA,"Unknown",NA,NA,NA,"Post and Beam","2x8 or 4x8",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Yes","Fiberglass batts","1","4","Other","HOME OWNER","Yes","Extruded polystyrene foam board (pink or blue)","0.5","1","Other","HOME OWNER",NA,NA,NA,NA,NA,NA,NA,NA,"0.0733137829912023","13.64","Unknown",NA,"Unknown"
"SITE_1053","Slab","555",NA,"Measured or Known","94","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","68.62"
"SITE_1053","Crawlspace","1405","No","Measured or Known","154","Measured or Known",NA,NA,"Post and Beam","2x10 or 4x10","16 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","3.5","0.9","Yes","Expanded polystyrene foam board (white)","0.9","1","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0859772453887405","10.7415","0.0859772453887405",NA,"120.79802977118"
"SITE_1054","Slab","638",NA,"Estimated","109","Estimated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","79.57"
"SITE_1054","Basement","128","No","Measured or Known","48","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","No","No","No","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","6","0.25",NA,NA,"Visual inspection",NA,"0.195503421309873","5.115","0.27375","0.73","35.04"
"SITE_1054","Crawlspace","844","No","Measured or Known","141","Measured or Known",NA,NA,"Post and Beam","2x6 or 4x6","24 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","6","0.5","Yes","Fiberglass batts","0.5","6","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0977517106549365","10.23","0.0685156652957148",NA,"57.8272215095833"
"SITE_1055","Crawlspace","Unknown","No",NA,"Unknown",NA,NA,NA,NA,"2x10 or 4x10","24 inches on center",NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","9.5","1","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.03211204857701","32.395","Unknown",NA,"Unknown"
"SITE_1056","Crawlspace","754","No","Measured or Known","110","Measured or Known",NA,NA,"Joist","2x12 or 4x12","30 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","10","0.9","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0487459383800359","30.69","0.0487459383800359",NA,"36.7544375385471"
"SITE_1056","Slab","1355.2",NA,"Measured or Known","147.2","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","107.456"
"SITE_1057","Crawlspace","Unknown","No",NA,"Unknown",NA,NA,NA,"Post and Beam","2x8 or 4x8","24 inches on center",NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,"Unknown"
"SITE_1058","Basement","1210","Yes","Estimated","156","Estimated",NA,NA,NA,NA,NA,NA,NA,NA,"100","Yes","No","No","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","71.76"
"SITE_1059","Crawlspace","2500","No","Estimated","200","Estimated",NA,NA,"Joist","2x8 or 4x8","30 inches on center",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","7.5","1","Yes","Open-cell spray foam",NA,NA,"Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0392781537285188","25.575","0.0392781537285188",NA,"98.195384321297"
"SITE_106","Crawlspace","2252","No","Measured or Known","230","Unknown",NA,NA,"Joist","2x6 or 4x6","12 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.229846494698528",NA,"0.229846494698528",NA,"517.614306061086"
"SITE_1060","Slab","925",NA,"Unknown","124","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","Complete","Unknown","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.36","44.64"
"SITE_1061","Slab","906",NA,"Measured or Known","122","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","89.06"
"SITE_1061","Crawlspace","1700","No","Measured or Known","165","Estimated",NA,NA,"Post and Beam","2x12 or 4x12","16 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","12","1","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0261612761498626","40.92","0.0261612761498626",NA,"44.4741694547665"
"SITE_1062","Crawlspace","Unknown","No",NA,"Unknown",NA,NA,NA,"Post and Beam","2x6 or 4x6","16 inches on center",NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,NA,"Yes","Expanded polystyrene foam board (white)","4","1","Visual inspection",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0602409638554217","16.6","Unknown",NA,"Unknown"
"SITE_1063","Slab","1515.3",NA,"Measured or Known","216.55","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","158.0815"
"SITE_1063","Floor over other - Frame","1515.3",NA,"Measured or Known",NA,NA,"Residential Occupancy","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"SITE_1064","Basement","Unknown","Yes",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","Yes","Insulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","Unknown"
"SITE_1065","Crawlspace","1002","Yes","Estimated","160","Estimated",NA,NA,"Joist","2x6 or 4x6","16 inches on center",NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Yes","Expanded polystyrene foam board (white)","0.9","2","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.133868808567604","7.47","0.133868808567604",NA,"134.136546184739"
"SITE_1066","Crawlspace","662","No","Measured or Known","104","Measured or Known",NA,NA,"Post and Beam","2x12 or 4x12","16 inches on center",NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Blown cellulose","12","1","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0261226957389946","41.004","0.0261226957389946",NA,"17.2932245792144"
