"SiteID","RoomID","ApplianceID","Type","Make","Make_Other","Vintage","Model","Energy_Star","Primary_Computer","Computer_Wifi","Internet_Access","Computer_Number_of_Screens","Computer_Primary_External_Monitor","Primary_Monitor_Size","Primary_Monitor_Size_Is_Estimated","Primary_Monitor_Type","Secondary_Monitor_External","Secondary_Monitor_Size","Secondary_Monitor_Size_Is_Estimated","Secondary_Monitor_Type","Third_Monitor_Size","Third_Monitor_Size_Is_Estimated","Computer_Printer","Computer_External_Drive","Computer_Number_of_Modems_Routers_Switches","Computer_Number_of_Other_Accessories","Computer_Other_Accessory_Description","Computer_In_single_strip","Computer_Uninterruptible_Power","Uninterruptible_Power_Size_kW","Room_Type","Computer_Hours_of_Use","Computer_Is_Left_On"
"SITE_760","ROOM_32532","APPL_25334","Integrated","HP",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","Yes","25","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","1","2","Mouse,  keyboard","Yes","No","Unknown","Living Room","24","Yes"
"SITE_761","ROOM_28181","APPL_80135","Laptop","Apple",NA,"Unknown","A1932","No","Yes","Yes","Yes","1","No","13","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","Yes","0","1","Mouse","Yes","No","Unknown","Office","1","No"
"SITE_762","ROOM_32962","APPL_151095","Laptop","Apple",NA,"2010","A1278","No","No","Yes","Yes","1","No","Unknown","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Bedroom","1","No"
"SITE_762","ROOM_31313","APPL_17753","Desktop","Dell",NA,"Unknown","X08-73061","No","Yes","No","Yes","1","Yes","20","Measured or Known","CRT/Tube",NA,NA,NA,NA,NA,NA,"No","No","0","3","Mouse,  mini speaker,  keyboard","No","No","Unknown","Living Room","2","No"
"SITE_763","ROOM_38494","APPL_49168","Laptop","Unknown",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","3","Yes","20","Measured or Known","LCD – LED","Yes","20","Measured or Known","LCD – LED","14","Estimated","No","No","3","3","Keyboard,  keyboard ,  mouse","Yes","No","Unknown","Office","1","No"
"SITE_764","ROOM_42055","APPL_144129","Laptop","Lenovo",NA,"Unknown","LEGION 7 16ACHG6","No","Yes","Yes","Yes","1","Unknown","16","Estimated","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"No","No","Unknown","Unknown","Unknown","No","No","Unknown","Bedroom","4","No"
"SITE_764","ROOM_23496","APPL_101387","Laptop","Microsoft",NA,"Unknown","SURFACE LAPTOP","No","No","Yes","Yes","1","No","12","Estimated","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","1","0",NA,"No","No","Unknown","Bedroom","2","No"
"SITE_768","ROOM_27736","APPL_165200","Desktop","HP",NA,"Unknown","PAVILION 500-164","No","No","Yes","Yes","1","Yes","22","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","2","Mouse, keyboard","Yes","No","Unknown","Dining Room","0","No"
"SITE_768","ROOM_38701","APPL_41421","Laptop","Acer",NA,"Unknown","ASPIRE N14C4","No","Yes","Yes","Yes","1","No","16","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","1","Mouse","Yes","No","Unknown","Bedroom","1","No"
"SITE_768","ROOM_38701","APPL_122075","Laptop","HP",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","3","Yes","24","Measured or Known","Unknown","Yes","24","Measured or Known","Unknown","14","Measured or Known","Yes","No","1","3","Mouse, keyboard, headset","Yes","No","Unknown","Bedroom","8","No"
"SITE_769","ROOM_28668","APPL_74425","Integrated","HP",NA,"Unknown","23-P017C","No","Yes","Yes","Yes","1","No","24","Measured or Known",NA,NA,NA,NA,NA,NA,NA,"Yes","No","1","2","Unknown","Yes","No","Unknown","Office","1","Yes"
"SITE_769","ROOM_7740","APPL_2581","Desktop","HP",NA,"Unknown","HSTND-2551-F","Yes","No","Yes","Yes","1","Yes","20","Measured or Known",NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","1","2","Unknown","Yes","No","Unknown","Office","1","Yes"
"SITE_77","ROOM_41117","APPL_11084","Laptop","Apple",NA,"Unknown","MACBOOK PRO","No","Yes","Yes","Yes","1","No","13","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"Unknown","Unknown","Unknown","Kitchen","3","No"
"SITE_77","ROOM_40667","APPL_88073","Desktop","Apple",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","Yes","28","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","Yes","0","4","Unknown","Yes","No","Unknown","Family Room","3","No"
"SITE_77","ROOM_17209","APPL_66724","Desktop","Apple",NA,"Unknown","IMAC","No","No","Yes","Yes","1","Yes","24","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","Yes","Unknown","2","Unknown","Yes","No","Unknown","Basement","1","Yes"
"SITE_771","ROOM_32046","APPL_119838","Desktop","Samsung",NA,"Unknown","LC 32F391FWNXZA","No","Yes","Yes","Yes","2","Yes","32","Measured or Known","LCD – LED","Yes","24","Measured or Known","LCD – LED",NA,NA,"Yes","Yes","Unknown","2","Mouse, keyboard","Yes","No","Unknown","Bedroom","2","No"
"SITE_771","ROOM_33594","APPL_31510","Laptop","Apple",NA,"Unknown","MACBOOK","Unknown","No","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","No","Unknown","Unknown","Unknown","Yes","No","Unknown","Bedroom","1","No"
"SITE_772","ROOM_17327","APPL_62358","Desktop","Apple",NA,"Unknown","MACBOOK PRO","Unknown","Yes","Yes","Yes","2","Yes","27","Measured or Known","LCD – LED","No","17","Measured or Known","LCD – LED",NA,NA,"Yes","No","1","2","Mouse,  keyboard","No","No","Unknown","Kitchen","2","Unknown"
"SITE_772","ROOM_30400","APPL_164010","Desktop","Custom",NA,"Unknown","RAIDMAX GAMING DEVELOPMENT?","Unknown","No","Yes","Yes","1","Yes","17","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","3","Mouse,  keyboard,  speakers","No","No","Unknown","Office","0","No"
"SITE_773","ROOM_46366","APPL_156914","Desktop","ASUS",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","Yes","32","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","Unknown","2","Unknown","No","No","Unknown","Office","2","Yes"
"SITE_775","ROOM_45778","APPL_132834","Laptop","Lenovo",NA,"Unknown","811D","No","No","Yes","Yes","1","No","17","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Bedroom","3","No"
"SITE_775","ROOM_15525","APPL_51990","Laptop","Samsung",NA,"2017","XE513C24","No","No","Yes","Yes","1","No","13","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Family Room","4","No"
"SITE_775","ROOM_641","APPL_156252","Laptop","Lenovo",NA,"Unknown","THINKPAD","No","Yes","Yes","Yes","3","Yes","22","Measured or Known","LCD – LED","Yes","22","Measured or Known","LCD – LED","15","Measured or Known","Yes","No","1","4","Headphones,  webcam,  mouse,  keyboard","Yes","No","Unknown","Bedroom","5","No"
"SITE_776","ROOM_5852","APPL_13344","Laptop","Apple",NA,"2021","MACBOOK PRO","No","Yes","Yes","Yes","2","No","14","Measured or Known","LCD – LED","Yes","27","Measured or Known","LCD – LED",NA,NA,"Yes","No","1","4","Mouse,  headphones,  extra usb plug ins ,  other connectors","Yes","No","Unknown","Office","5","No"
"SITE_777","ROOM_8745","APPL_23950","Laptop","ASUS",NA,"Unknown","Unknown","Unknown","No","Yes","Yes","1","No","16","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","Yes","Unknown","Office","0","No"
"SITE_777","ROOM_27344","APPL_115877","Laptop","Apple",NA,"2016","MACBOOK PRO","No","Yes","Yes","Yes","2","Yes","23","Measured or Known","LCD – LED","No","14","Measured or Known","LCD – LED",NA,NA,"No","No","1","0",NA,"Unknown","Yes","Unknown","Dining Room","3","Unknown"
"SITE_78","ROOM_37290","APPL_118439","Laptop","Dell",NA,"Unknown","INSPIRON 13","No","Yes","Yes","Yes","1","No","13","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"No","No","Unknown","Living Room","10","Yes"
"SITE_780","ROOM_33781","APPL_48653","Integrated","Apple",NA,"2021","IMAC","No","Yes","Yes","Yes","1","No","30","Measured or Known","OLED",NA,NA,NA,NA,NA,NA,"Yes","No","2","0",NA,"Yes","No","Unknown","Bedroom","4","No"
"SITE_780","ROOM_33781","APPL_57879","Integrated","HP",NA,"Unknown","Unknown","No","No","Yes","Yes","1","No","26","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"Yes","No","Unknown","Bedroom","3","No"
"SITE_781","ROOM_25857","APPL_102514","Laptop","Dell",NA,"Unknown","INSPIRON 15","No","Yes","Yes","Yes","1","No","15","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","0","1","Mouse","No","No","Unknown","Bedroom","0","Yes"
"SITE_781","ROOM_25857","APPL_101457","Laptop","Dell",NA,"Unknown","INSPIRON 15","No","No","Yes","Yes","1","No","15","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","0","1","Mouse","No","No","Unknown","Bedroom","0","No"
"SITE_782","ROOM_40422","APPL_160627","Laptop","Apple",NA,"Unknown","MACBOOK","No","No","Yes","Yes","1","No","12","Estimated","Unknown",NA,NA,NA,NA,NA,NA,"No","No","1","0",NA,"No","No","Unknown","Hallway","1","Yes"
"SITE_782","ROOM_40422","APPL_97824","Laptop","Lenovo",NA,"Unknown","THINKPAD","No","Yes","Yes","Yes","3","Yes","32","Estimated","Unknown","Yes","24","Estimated","Unknown","14","Estimated","Yes","No","1","2","Mouse, keyboard","Yes","No","Unknown","Hallway","12","Yes"
"SITE_784","ROOM_22345","APPL_164071","Desktop","HP",NA,"Unknown","PAVILLION 590-P0054","No","Yes","Yes","Yes","1","Yes","36","Measured or Known","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"Yes","No","0","Unknown","Unknown","Yes","No","Unknown","Bedroom","Unknown","Yes"
"SITE_785","ROOM_44302","APPL_169822","Laptop","Dell",NA,"Unknown","#LATITUDE E5530","No","No","Yes","Yes","1","No","15","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","1","0",NA,"No","No","Unknown","Bedroom","3","No"
"SITE_786","ROOM_30983","APPL_63475","Laptop","Samsung",NA,"2018","CHROMEBOOK","Unknown","No","Yes","Yes","1","No","10","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","2","0",NA,"No","No","Unknown","Kitchen","0","Yes"
"SITE_786","ROOM_30983","APPL_74951","Laptop","HP",NA,"Unknown","PROBOOK","No","Yes","Yes","Yes","1","No","15","Estimated","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Kitchen","1","Yes"
"SITE_787","ROOM_36213","APPL_133938","Desktop","Custom",NA,"Unknown","Unknown","No","Yes","No","Yes","4","Yes","27","Measured or Known","LCD – LED","Yes","27","Measured or Known","LCD – LED","27","Measured or Known","Yes","No","2","0",NA,"Yes","No","Unknown","Living Room","13","Yes"
"SITE_787","ROOM_36213","APPL_83724","Laptop","HP",NA,"Unknown","ELITEBOOK","No","No","Yes","Yes","1","No","16","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Living Room","8","Yes"
"SITE_788","ROOM_21023","APPL_41601","Laptop","Dell",NA,"Unknown","Unknown","No","Unknown","Yes","Yes","1","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"Yes","No","Unknown","Unknown","Unknown","No","No","Unknown","Kitchen","2","No"
"SITE_788","ROOM_12037","APPL_8901","Laptop","Lenovo",NA,"Unknown","THINKPAD X1 CARBON 4TH GENERATION","No","No","Yes","Yes","1","No","14","Estimated","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"No","No","Unknown","Unknown","Unknown","No","No","Unknown","Bedroom","1","No"
"SITE_788","ROOM_13284","APPL_37084","Laptop","Lenovo",NA,"Unknown","THINKPAD X1 CARBON 7TH GENERATION","No","Yes","Yes","Yes","3","Unknown","24","Measured or Known","LCD – Fluorescent","Yes","24","Measured or Known","LCD – Fluorescent","14","Estimated","Yes","Yes","1","0",NA,"Yes","No","Unknown","Bedroom","1","No"
"SITE_789","ROOM_34544","APPL_140542","Laptop","HP",NA,"Unknown","11-D019WM","No","Yes","Yes","Yes","1","No","11","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","0","1","Mouse","No","No","Unknown","Bedroom","2","No"
"SITE_79","ROOM_28060","APPL_127294","Laptop","HP",NA,"Unknown","15-F004WM","No","Yes","Yes","Yes","1","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"No","No","2","0",NA,"No","No","Unknown","Living Room","9","Yes"
"SITE_790","ROOM_5783","APPL_94889","Laptop","Dell",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","16","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"Yes","No","Unknown","Other","1","No"
"SITE_791","ROOM_5928","APPL_6903","Desktop","Apple",NA,"Unknown","IMAC","No","Yes","Yes","Yes","1","Yes","21","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"Yes","No","Unknown","Bedroom","1","No"
"SITE_791","ROOM_5928","APPL_143622","Desktop","Apple",NA,"Unknown","IMAC","No","No","Yes","No","1","Yes","20","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"No","No","Unknown","Bedroom","0","No"
"SITE_791","ROOM_24461","APPL_93559","Laptop","Apple",NA,"Unknown","MACBOOK","No","Yes","Yes","Yes","1","No","13","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Kitchen","4","No"
"SITE_792","ROOM_37898","APPL_120204","Laptop","Lenovo",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","14","Estimated","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"No","No","Unknown","Bedroom","2","Yes"
"SITE_793","ROOM_3902","APPL_146545","Laptop","Dell",NA,"2018","LATITUDE 5490","No","Yes","Yes","Yes","3","Yes","22","Measured or Known","LCD – LED","Yes","23","Measured or Known","LCD – LED","14","Estimated","Yes","No","2","0",NA,"Unknown","No","Unknown","Office","7","No"
"SITE_793","ROOM_28499","APPL_164098","Laptop","Lenovo",NA,"Unknown","Unknown","Unknown","No","Yes","Yes","1","No","16","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Unknown","No","0","0",NA,"No","No","Unknown","Family Room","Unknown","Unknown"
"SITE_794","ROOM_37769","APPL_101279","Laptop","Apple",NA,"Unknown","IPAD","Unknown","Yes","Yes","Yes","1","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"No","No","Unknown","Unknown","Unknown","No","No","Unknown","Kitchen","2","No"
"SITE_795","ROOM_38887","APPL_30835","Laptop","Apple",NA,"2015","MACBOOK PRO","Unknown","Yes","Yes","Yes","1","No","13","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"No","No","Unknown","Dining Room","3","Yes"
"SITE_796","ROOM_6950","APPL_89675","Desktop","Custom",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","Yes","24","Estimated","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"Yes","No","Unknown","Bedroom","6","No"
"SITE_796","ROOM_2319","APPL_61173","Desktop","Custom",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","Yes","30","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","0","3","Recording equipment","Yes","No","Unknown","Bedroom","4","Yes"
"SITE_796","ROOM_34694","APPL_33759","Integrated","Apple",NA,"Unknown","MACBOOK","No","No","Yes","Yes","1","No","22","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Unknown","No","0","0",NA,"No","No","Unknown","Kitchen","0","No"
"SITE_798","ROOM_21426","APPL_147957","Desktop","HP",NA,"Unknown","Unknown","No","Yes","No","Yes","1","Yes","23","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"Unknown","Unknown","Unknown","Family Room","3","No"
"SITE_8","ROOM_36958","APPL_85493","Desktop","Lenovo",NA,"2016","#10181","Unknown","Yes","No","Yes","1","Yes","27","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","2","0",NA,"Yes","No","Unknown","Office","10","Yes"
"SITE_80","ROOM_23216","APPL_62533","Laptop","Apple",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","15","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","1","Unknown","Yes","No","Unknown","Office","4","No"
"SITE_802","ROOM_11521","APPL_45244","Laptop","Acer",NA,"2015","N15Q1","No","No","Yes","Yes","1","No","16","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"No","No","Unknown","Dining Room","1","Yes"
"SITE_802","ROOM_12248","APPL_41277","Laptop","ASUS",NA,"2019","GL703GE","No","No","Yes","Yes","1","No","17","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Living Room","3","No"
"SITE_802","ROOM_23741","APPL_20154","Desktop","Custom",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","Yes","32","Measured or Known","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"No","No","0","3","Speaker,  mouse,  keyboard","No","No","Unknown","Garage","4","Yes"
"SITE_804","ROOM_35762","APPL_96028","Laptop","Dell",NA,"Unknown","Unknown","No","No","Yes","Yes","1","No","18","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Family Room","5","Yes"
"SITE_804","ROOM_13946","APPL_11360","Laptop","Dell",NA,"Unknown","Unknown","No","Yes","Yes","Yes","2","Yes","24","Measured or Known","LCD – LED","No","18","Measured or Known","LCD – LED",NA,NA,"Yes","No","2","0",NA,"Yes","No","Unknown","Entry/Entryway","7","Yes"
"SITE_805","ROOM_7978","APPL_116395","Desktop","Other","AMD","Unknown","Unknown","No","Yes","Yes","Yes","1","Yes","24","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","Yes","0","4","Mouse,  keyboard,  speaker,  headphones","Yes","No","Unknown","Living Room","3","Yes"
"SITE_805","ROOM_33453","APPL_12836","Desktop","Other","AMD","Unknown","Unknown","No","No","Yes","Yes","1","Yes","24","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","0","3","Mouse,  keyboard,  speaker","No","No","Unknown","Bedroom","2","Yes"
"SITE_806","ROOM_43824","APPL_124618","Desktop","Dell",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","2","Yes","19","Measured or Known","LCD – LED","Yes","19","Measured or Known","LCD – LED",NA,NA,"Yes","Yes","1","2","Unknown","Yes","No","Unknown","Bedroom","9","Yes"
"SITE_806","ROOM_24735","APPL_91015","Desktop","Dell",NA,"Unknown","Unknown","Unknown","No","Yes","Yes","2","Yes","32","Measured or Known","LCD – LED","Yes","32","Measured or Known","LCD – LED",NA,NA,"Yes","Yes","1","2","Unknown","Yes","No","Unknown","Hallway","6","Yes"
"SITE_807","ROOM_30561","APPL_171250","Laptop","Dell",NA,"2010","INSPIRON 1545","Yes","No","Yes","Yes","1","No","16","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"No","No","Unknown","Living Room","0","No"
"SITE_807","ROOM_21884","APPL_150834","Desktop","Dell",NA,"2011","Unknown","No","Yes","Yes","Yes","1","Yes","24","Measured or Known","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"Yes","Yes","0","3","Mouse,  keyboard,  speaker","No","No","Unknown","Bedroom","3","Yes"
"SITE_809","ROOM_2677","APPL_123243","Laptop","Microsoft",NA,"Unknown","#1950","No","Yes","Yes","Yes","2","Yes","27","Measured or Known","LCD – LED","No","14","Measured or Known","Unknown",NA,NA,"Yes","No","0","4","Mouse,  keyboard,  webcam,  microphone","No","No","Unknown","Bedroom","9","No"
"SITE_81","ROOM_20356","APPL_79747","Desktop","Apple",NA,"Unknown","IMAC","No","Yes","Yes","Yes","1","Yes","24","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","Yes","1","2","Unknown","Yes","No","Unknown","Living Room","5","Yes"
"SITE_810","ROOM_13180","APPL_118490","Integrated","HP",NA,"2016","M1N98A","No","Yes","Yes","Yes","1","No","24","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","1","1","Mouse","No","No","Unknown","Bedroom","2","No"
"SITE_811","ROOM_22479","APPL_82651","Desktop","Apple",NA,"Unknown","MACBOOK","Unknown","Yes","Yes","Yes","1","Yes","24","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","Yes","1","2","Unknown","Yes","No","Unknown","Hallway","10","No"
"SITE_813","ROOM_31366","APPL_103041","Desktop","HP",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","Yes","24","Measured or Known",NA,NA,NA,NA,NA,NA,NA,"Yes","No","1","2","Keyboard, mouse","Yes","No","Unknown","Office","Unknown","No"
"SITE_815","ROOM_9578","APPL_3736","Laptop","Lenovo",NA,"Unknown","THINKPAD X1 CARBON","No","Yes","Yes","Yes","3","Yes","22","Measured or Known","LCD – LED","Yes","22","Measured or Known","LCD – LED","14","Measured or Known","Yes","No","0","2","Mouse,  keyboard","Yes","No","Unknown","Living Room","10","No"
"SITE_815","ROOM_36728","APPL_108372","Laptop","Apple",NA,"Unknown","A1707","No","No","Yes","Yes","2","Yes","24","Measured or Known","LCD – LED","No","15","Measured or Known","Unknown",NA,NA,"Yes","No","0","2","Trackpad,  keyboard","No","No","Unknown","Office","10","Yes"
"SITE_815","ROOM_36728","APPL_169661","Laptop","Lenovo",NA,"2020","IDEAPAD S400 TOUCH","Yes","No","Yes","Yes","1","No","15","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","0","1","Mouse","No","No","Unknown","Office","2","No"
"SITE_816","ROOM_26289","APPL_34345","Laptop","Apple",NA,"Unknown","MACBOOK AIR","No","Yes","Yes","Yes","1","No","17","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","Yes","1","1","Speakers","Yes","No","Unknown","Office","8","No"
"SITE_817","ROOM_13441","APPL_174881","Integrated","Apple",NA,"Unknown","IMAC","No","No","Yes","Yes","1","No","27","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"Yes","No","Unknown","Bedroom","3","No"
"SITE_817","ROOM_13441","APPL_125439","Desktop","HP",NA,"Unknown","ENVY","No","Yes","No","Yes","1","Yes","25","Measured or Known","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"Yes","No","2","0",NA,"Yes","No","Unknown","Bedroom","4","No"
"SITE_819","ROOM_18328","APPL_61510","Desktop","ASUS",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","Yes","24","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"Yes","No","Unknown","Bedroom","1","Yes"
"SITE_819","ROOM_18328","APPL_95603","Desktop","Dell",NA,"Unknown","DIMENSION XPS T750R","No","No","Yes","Yes","1","Yes","24","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"Yes","No","Unknown","Bedroom","0","No"
"SITE_82","ROOM_17380","APPL_104063","Desktop","Dell",NA,"2018","BH5SCS2","Unknown","Yes","Yes","Yes","1","Yes","17","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","Unknown","Unknown","Unknown","Unknown","Unknown","Bedroom","0","No"
"SITE_820","ROOM_26637","APPL_28265","Desktop","Corsair",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","Yes","43","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","4","Mouse,  keyboard,  microphone,  speaker","Yes","No","Unknown","Office","4","No"
"SITE_820","ROOM_26637","APPL_123720","Desktop","Corsair",NA,"Unknown","Unknown","No","No","Yes","Yes","2","Yes","24","Measured or Known","LCD – LED","Yes","24","Measured or Known","LCD – LED",NA,NA,"Yes","No","0","4","Mouse,  keyboard,  headphones,  speaker","Yes","No","Unknown","Office","1","No"
"SITE_820","ROOM_26637","APPL_170517","Laptop","Lenovo",NA,"Unknown","THINKPAD","Unknown","No","Yes","Yes","1","No","15","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Office","0","No"
"SITE_821","ROOM_22054","APPL_130832","Laptop","Acer",NA,"2018","N16Q2","No","Yes","Yes","Yes","1","No","16","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Kitchen","0","No"
"SITE_822","ROOM_32214","APPL_80463","Laptop","Apple",NA,"Unknown","A1466","Unknown","Yes","Yes","Yes","1","No","14","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Unknown","No","1","0",NA,"No","No","Unknown","Kitchen","2","Yes"
"SITE_823","ROOM_16879","APPL_11465","Laptop","Dell",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","17","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"No","No","Unknown","Kitchen","1","Yes"
"SITE_824","ROOM_26873","APPL_147079","Desktop","Acer",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","Yes","24","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","1","Unknown","No","Yes","Unknown","Office","12","No"
"SITE_825","ROOM_22413","APPL_37734","Laptop","HP",NA,"Unknown","ENVY DV6","No","Yes","Yes","Yes","1","No","17","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"Yes","No","Unknown","Laundry","4","No"
"SITE_827","ROOM_41784","APPL_66084","Laptop","HP",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","13","Measured or Known","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"No","No","1","Unknown","Unknown","No","No","Unknown","Bedroom","2","No"
"SITE_827","ROOM_41784","APPL_165531","Laptop","Apple",NA,"Unknown","MACBOOK","No","No","Yes","Yes","1","No","14","Measured or Known","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"No","No","Unknown","Bedroom","3","No"
"SITE_828","ROOM_33815","APPL_170777","Integrated","Unknown",NA,"Unknown","Unknown","No","No","Yes","Yes","1","No","23","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"Unknown","No","Unknown","Bedroom","1","Unknown"
"SITE_828","ROOM_19156","APPL_15139","Laptop","Unknown",NA,"Unknown","YOGA","Unknown","Yes","Yes","Yes","2","Yes","24","Estimated","LCD – LED","No","14","Estimated","LCD – LED",NA,NA,"Yes","Unknown","1","Unknown","Unknown","Unknown","No","Unknown","Office","2","Unknown"
