"SiteID","RoomID","ApplianceID","Type","Make","Make_Other","Model","Stove_Oven_Missing_Model_Reason","Stove_Oven_Missing_Model_Reason_Other","Vintage","Serial","Wifi_Enabled","Primary","Stove_Fuel","Stove_Type","Stove_Type_Other","Stove_Number_Burners","Oven_Fuel","Oven_Fuel_Other","Oven_Type","Oven_Single_Or_Double","Room_Type"
"SITE_1036","ROOM_11885","APPL_15413","Stove / Oven combo","General Electric",NA,"JGS650SEF3SS",NA,NA,"Unknown","SF198236P","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Convection","Single Oven","Kitchen"
"SITE_1037","ROOM_42931","APPL_10807","Stove / Oven combo","General Electric",NA,"JBP66C0K1CC",NA,NA,"Unknown","RH225753Q","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1038","ROOM_33895","APPL_20604","Stove / Oven combo","General Electric",NA,"JB690DN2WW",NA,NA,"Unknown","VT208942Q","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1039","ROOM_17569","APPL_15787","Stove / Oven combo","General Electric",NA,"JGB660SEJ4SS",NA,NA,"Unknown","RL229424P","Unknown","Unknown","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Convection","Single Oven","Kitchen"
"SITE_104","ROOM_42246","APPL_103124","Oven (standalone / wall)","LG",NA,"LSW3063ST",NA,NA,"2018","812KMMC02827","No","Yes",NA,NA,NA,NA,"Electric",NA,"Convection","Single Oven","Kitchen"
"SITE_104","ROOM_42246","APPL_72080","Stovetop","Wolf",NA,"Unknown","Unknown",NA,"Unknown","Unknown","No","Yes","Natural Gas","Combustion",NA,"5",NA,NA,NA,NA,"Kitchen"
"SITE_1040","ROOM_37555","APPL_82101","Stove / Oven combo","General Electric",NA,"JB645DK6BB",NA,NA,"Unknown","MR150080Q","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1041","ROOM_24279","APPL_82743","Stovetop","KitchenAid",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Propane","Combustion",NA,"7",NA,NA,NA,NA,"Kitchen"
"SITE_1041","ROOM_24279","APPL_147352","Oven (standalone / wall)","KitchenAid",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes",NA,NA,NA,NA,"Unknown","Unknown","Radiant","Double Oven","Kitchen"
"SITE_1042","ROOM_46211","APPL_123715","Stove / Oven combo","General Electric",NA,"JGB281DER5BB",NA,NA,"Unknown","FA238933P","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Radiant","Single Oven","Kitchen"
"SITE_1043","ROOM_36997","APPL_165228","Stovetop","General Electric",NA,"Unknown","Unknown",NA,"Unknown","Unknown","No","Yes","Natural Gas","Combustion",NA,"5",NA,NA,NA,NA,"Kitchen"
"SITE_1043","ROOM_36997","APPL_135189","Oven (standalone / wall)","General Electric",NA,"JRS5000FN1DS",NA,NA,"Unknown","HS113480Q","Yes","Yes",NA,NA,NA,NA,"Electric",NA,"Both","Single Oven","Kitchen"
"SITE_1044","ROOM_31724","APPL_71321","Stove / Oven combo","Frigidaire",NA,"LFES32025PFG",NA,NA,"Unknown","AF62302467","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1045","ROOM_11731","APPL_96139","Oven (standalone / wall)","Other","Gaffers & sattler","Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes",NA,NA,NA,NA,"Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1045","ROOM_11731","APPL_150628","Stovetop","Amana",NA,"Unknown","Unknown",NA,"Unknown","Unknown","No","Yes","Electric","Glass Top",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_1046","ROOM_2757","APPL_121874","Stove / Oven combo","Kenmore",NA,"#79095664103",NA,NA,"Unknown","VF25007125","No","Yes","Electric","Induction",NA,"4","Electric",NA,"Radiant","Single Oven","Living Room"
"SITE_1047","ROOM_10514","APPL_30862","Stove / Oven combo","Whirlpool",NA,"Unknown","NAMEPLATE IS ILLEGIBLE",NA,"Unknown","R30740559","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1048","ROOM_40271","APPL_1396","Stove / Oven combo","Kenmore",NA,"#79094193311",NA,NA,"Unknown","VF64443450","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_1049","ROOM_41375","APPL_142718","Stove / Oven combo","General Electric",NA,"JGBP28MEM1BS",NA,NA,"2003","SM271307P","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Both","Single Oven","Kitchen"
"SITE_105","ROOM_32128","APPL_99988","Stovetop","DCS",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Natural Gas","Combustion",NA,"6",NA,NA,NA,NA,"Kitchen"
"SITE_105","ROOM_32128","APPL_88761","Oven (standalone / wall)","Unknown",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes",NA,NA,NA,NA,"Natural Gas",NA,"Convection","Double Oven","Kitchen"
"SITE_1050","ROOM_8785","APPL_155775","Stove / Oven combo","General Electric",NA,"ZDP364LRP1SS",NA,NA,"Unknown","LS275551P","No","Yes","Propane","Combustion",NA,"5","Electric",NA,"Convection","Single Oven","Kitchen"
"SITE_1051","ROOM_7879","APPL_103187","Stove / Oven combo","Thermador",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Propane","Combustion",NA,"4","Propane",NA,"Both","Single Oven","Kitchen"
"SITE_1052","ROOM_16484","APPL_161868","Stovetop","General Electric",NA,"ZGU38NSFSS",NA,NA,"Unknown","Unknown","No","Yes","Natural Gas","Combustion",NA,"5",NA,NA,NA,NA,"Kitchen"
"SITE_1052","ROOM_16484","APPL_7670","Oven (standalone / wall)","General Electric",NA,"JT5500SFSS",NA,NA,"Unknown","Unknown","No","Yes",NA,NA,NA,NA,"Natural Gas",NA,"Convection","Double Oven","Kitchen"
"SITE_1053","ROOM_17177","APPL_56178","Stove / Oven combo","Whirlpool",NA,"WFE525S0JZ0",NA,NA,"Unknown","R93813182","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1054","ROOM_29393","APPL_151796","Stove / Oven combo","Frigidaire",NA,"VID9ZOES3!7",NA,NA,"Unknown","AF44304174","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1055","ROOM_6243","APPL_172500","Stove / Oven combo","Maytag",NA,"MEW9530FZ04",NA,NA,"Unknown","DX3816986","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Both","Single Oven","Kitchen"
"SITE_1055","ROOM_6243","APPL_121499","Oven (standalone / wall)","Maytag",NA,"MEW9530FZ04",NA,NA,"Unknown","DX3816981","No","Unknown",NA,NA,NA,NA,"Natural Gas",NA,"Both","Single Oven","Kitchen"
"SITE_1056","ROOM_12097","APPL_46694","Oven (standalone / wall)","KitchenAid",NA,"KEMS377DWH4",NA,NA,"Unknown","XH1301047","No","No",NA,NA,NA,NA,"Propane",NA,"Convection","Double Oven","Living Room"
"SITE_1056","ROOM_12097","APPL_50737","Stovetop","KitchenAid",NA,"Unknown","Unknown",NA,"Unknown","Unknown","No","No","Electric","Glass Top",NA,"2",NA,NA,NA,NA,"Living Room"
"SITE_1056","ROOM_17196","APPL_99120","Stove / Oven combo","General Electric",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Propane","Combustion",NA,"4","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_1057","ROOM_22439","APPL_32404","Stovetop","Jenn-Air",NA,"JGD3430WBOO",NA,NA,"2012","D30888430","No","Yes","Natural Gas","Combustion",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_1058","ROOM_5584","APPL_82064","Stove / Oven combo","Maytag",NA,"MES8800FZ1",NA,NA,"Unknown","R80111875","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_1059","ROOM_32373","APPL_29574","Stove / Oven combo","Maytag",NA,"MGR8800FZ0",NA,NA,"Unknown","R90436275","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Convection","Single Oven","Kitchen"
"SITE_106","ROOM_4848","APPL_89119","Stove / Oven combo","Frigidaire",NA,"CUSTOM DELUX",NA,NA,"Unknown","Unknown","No","Yes","Electric","Coils",NA,"Unknown","Unknown","Unknown","Unknown","Single Oven","Kitchen"
"SITE_1060","ROOM_28951","APPL_100312","Stove / Oven combo","Kenmore",NA,"#79078618505",NA,NA,"Unknown","VF82653933","No","Yes","Propane","Combustion",NA,"4","Propane",NA,"Radiant","Single Oven","Kitchen"
"SITE_1061","ROOM_15032","APPL_52650","Stove / Oven combo","Samsung",NA,"NX58H5600SS/AA",NA,NA,"Unknown","0BGG7DDK101322V","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Both","Single Oven","Kitchen"
"SITE_1062","ROOM_17880","APPL_108002","Stove / Oven combo","General Electric",NA,"Unknown","NAMEPLATE IS ILLEGIBLE",NA,"Unknown","Unknown","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1063","ROOM_15509","APPL_36690","Stove / Oven combo","Samsung",NA,"NX58K7850SS-AA",NA,NA,"2018","0D1X7DDK900331K","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Convection","Single Oven","Kitchen"
"SITE_1064","ROOM_35912","APPL_101102","Stove / Oven combo","General Electric",NA,"C2 S980SEM1SS",NA,NA,"Unknown","DR204208P","No","Yes","Natural Gas","Combustion",NA,"5","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_1065","ROOM_42983","APPL_100915","Stove / Oven combo","Jenn-Air",NA,"JDS9860AAB",NA,NA,"Unknown","19017143EJ","No","Yes","Propane","Combustion",NA,"4","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_1066","ROOM_35258","APPL_10994","Stove / Oven combo","Bosch",NA,"HDI7152U/03",NA,NA,"Unknown","#880100134","No","Yes","Propane","Combustion",NA,"4","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_1067","ROOM_15447","APPL_85504","Stovetop","Jenn-Air",NA,"JED3430WB01",NA,NA,"Unknown","D60112321","No","Yes","Electric","Glass Top",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_1067","ROOM_15447","APPL_110158","Oven (standalone / wall)","General Electric",NA,"JK3000DF6BB",NA,NA,"Unknown","AM135154Q","No","Yes",NA,NA,NA,NA,"Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1067","ROOM_25268","APPL_94681","Stove / Oven combo","HotPoint",NA,"Unknown","NAMEPLATE IS ILLEGIBLE",NA,"Unknown","Unknown","No","No","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Family Room"
"SITE_1068","ROOM_28860","APPL_157656","Stove / Oven combo","Whirlpool",NA,"WFE515S0ES0",NA,NA,"Unknown","R5255790","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1069","ROOM_13605","APPL_34759","Stove / Oven combo","Kenmore",NA,"#79077483803",NA,NA,"Unknown","VF90771972","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Both","Single Oven","Kitchen"
"SITE_107","ROOM_24984","APPL_123388","Stove / Oven combo","Kenmore",NA,"#79074133313",NA,NA,"Unknown","VF63509782","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Radiant","Single Oven","Kitchen"
"SITE_107","ROOM_24265","APPL_13594","Stovetop","Unknown",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","No","Electric","Glass Top",NA,"2",NA,NA,NA,NA,"Kitchen"
"SITE_1070","ROOM_4002","APPL_106357","Stove / Oven combo","Whirlpool",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1071","ROOM_41638","APPL_86147","Stove / Oven combo","Whirlpool",NA,"RF362LXSB",NA,NA,"Unknown","RT3835543","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1072","ROOM_42765","APPL_131564","Stove / Oven combo","Samsung",NA,"NE59J7630SS/AA",NA,NA,"Unknown","0C8Q7DAK100253H","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_1073","ROOM_24295","APPL_174449","Oven (standalone / wall)","Miele",NA,"H350-2B",NA,NA,"Unknown","Unknown","No","Yes",NA,NA,NA,NA,"Electric",NA,"Both","Single Oven","Kitchen"
"SITE_1073","ROOM_24295","APPL_3828","Stovetop","Miele",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Electric","Glass Top",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_1074","ROOM_45325","APPL_22057","Stove / Oven combo","Samsung",NA,"NX58H5600SS/AA",NA,NA,"2018","0BGG7DDK911898V","No","Yes","Unknown","Combustion",NA,"5","Unknown",NA,"Convection","Single Oven","Kitchen"
"SITE_1075","ROOM_31353","APPL_7123","Stove / Oven combo","General Electric",NA,"JGBS21HEH1WW",NA,NA,"Unknown","MF123966P","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Radiant","Single Oven","Kitchen"
"SITE_1076","ROOM_27432","APPL_142295","Stove / Oven combo","Estate",NA,"TES325MQ 2",NA,NA,"Unknown","RS5111850","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1077","ROOM_11598","APPL_42527","Stove / Oven combo","Whirlpool",NA,"RF365PXMT",NA,NA,"Unknown","RR2820375","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1078","ROOM_8477","APPL_150620","Stove / Oven combo","General Electric",NA,"JB250DF4WW",NA,NA,"Unknown","AG205042Q","No","No","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1078","ROOM_22021","APPL_124452","Stove / Oven combo","Whirlpool",NA,"WFE550S0HZ1",NA,NA,"Unknown","RX2432160","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Convection","Single Oven","Kitchen"
"SITE_1079","ROOM_14756","APPL_8130","Stove / Oven combo","Kenmore",NA,"#79096012403",NA,NA,"Unknown","VF52356222","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_108","ROOM_7714","APPL_88717","Stove / Oven combo","Samsung",NA,"NX58H5600SS",NA,NA,"2015","0BGG7DDG700360E","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Convection","Single Oven","Kitchen"
"SITE_1080","ROOM_24568","APPL_60663","Stove / Oven combo","General Electric",NA,"JB680S T2SS",NA,NA,"Unknown","GZ2 017940","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_1081","ROOM_18750","APPL_128508","Stove / Oven combo","General Electric",NA,"JGBS07DET3WW",NA,NA,"Unknown","DA116011P","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Radiant","Single Oven","Kitchen"
"SITE_1082","ROOM_7660","APPL_139937","Stove / Oven combo","Whirlpool",NA,"WEG745H0FS0",NA,NA,"Unknown","R84596254","No","Yes","Propane","Combustion",NA,"5","Propane",NA,"Both","Single Oven","Kitchen"
"SITE_1083","ROOM_20938","APPL_163953","Stove / Oven combo","General Electric",NA,"J BP82W0H1WW",NA,NA,"Unknown","VF2 360880","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1084","ROOM_37243","APPL_36841","Stove / Oven combo","General Electric",NA,"J BP24B0H1WH",NA,NA,"Unknown","MF2475960","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1085","ROOM_16517","APPL_54267","Stove / Oven combo","Frigidaire",NA,"RT-20 5420384",NA,NA,"Unknown","19C94094","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1086","ROOM_21906","APPL_27744","Stove / Oven combo","Whirlpool",NA,"RF262LXSQ0",NA,NA,"Unknown","RT1220704","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1087","ROOM_27111","APPL_54459","Stove / Oven combo","Samsung",NA,"NE59M4320SS/AA",NA,NA,"2017","0EQJ7DAJ703150R","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_1088","ROOM_24286","APPL_25966","Stove / Oven combo","Frigidaire",NA,"FEF336ECC",NA,NA,"Unknown","SMW102006A","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1089","ROOM_11794","APPL_107435","Stove / Oven combo","General Electric",NA,"JBP30W0B4WW",NA,NA,"Unknown","VZ2 97047Q","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_109","ROOM_43985","APPL_49512","Oven (standalone / wall)","General Electric",NA,"MONOGRAM",NA,NA,"Unknown","Unknown","No","Yes",NA,NA,NA,NA,"Electric",NA,"Both","Double Oven","Kitchen"
"SITE_109","ROOM_43985","APPL_157172","Stovetop","KitchenAid",NA,"KXD4636YSS5",NA,NA,"Unknown","XH 929 29685","No","Yes","Electric","Glass Top",NA,"5",NA,NA,NA,NA,"Kitchen"
"SITE_1090","ROOM_23664","APPL_13830","Stove / Oven combo","Frigidaire",NA,"FFEF3043LSK",NA,NA,"Unknown","#VE25045937","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1091","ROOM_29083","APPL_129021","Stove / Oven combo","Jenn-Air",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Convection","Single Oven","Kitchen"
"SITE_1092","ROOM_22918","APPL_128029","Stovetop","Frigidaire",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Natural Gas","Combustion",NA,"5",NA,NA,NA,NA,"Kitchen"
"SITE_1092","ROOM_22918","APPL_120790","Oven (standalone / wall)","Frigidaire",NA,"FGEW3065PFD",NA,NA,"Unknown","AF62104435","No","Yes",NA,NA,NA,NA,"Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1093","ROOM_16401","APPL_151432","Stove / Oven combo","Whirlpool",NA,"GFE461LVT 0",NA,NA,"Unknown","R13216541","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_1094","ROOM_5356","APPL_89124","Stove / Oven combo","Jenn-Air",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_1095","ROOM_23650","APPL_41309","Stove / Oven combo","Frigidaire",NA,"GCRE3060AFF",NA,NA,"Unknown","VF11991005","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_1096","ROOM_20429","APPL_90588","Stove / Oven combo","Frigidaire",NA,"FGIH3047VFB",NA,NA,"Unknown","VF21107294","No","Yes","Electric","Induction",NA,"4","Electric",NA,"Convection","Single Oven","Kitchen"
"SITE_1097","ROOM_26404","APPL_166158","Stove / Oven combo","Kenmore",NA,"#79074233311",NA,NA,"Unknown","VF54423077","No","Yes","Propane","Combustion",NA,"5","Propane",NA,"Both","Single Oven","Kitchen"
"SITE_1098","ROOM_9261","APPL_153946","Stove / Oven combo","Kenmore",NA,"#79096112408",NA,NA,"Unknown","VF62847842","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1099","ROOM_34801","APPL_12174","Stovetop","Dacor",NA,"Unknown","Unknown",NA,"Unknown","Unknown","No","Yes","Propane","Combustion",NA,"5",NA,NA,NA,NA,"Kitchen"
"SITE_1099","ROOM_34801","APPL_105000","Oven (standalone / wall)","Dacor",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes",NA,NA,NA,NA,"Electric",NA,"Convection","Single Oven","Kitchen"
"SITE_11","ROOM_45221","APPL_41354","Stove / Oven combo","Kenmore",NA,"#79071389704",NA,NA,"Unknown","VF90955684","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Convection","Single Oven","Kitchen"
"SITE_110","ROOM_8525","APPL_126808","Stove / Oven combo","Frigidaire",NA,"FGEF3032MFH",NA,NA,"Unknown","VF44183690","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Convection","Single Oven","Kitchen"
"SITE_1100","ROOM_6696","APPL_65976","Stove / Oven combo","Other","O’Keefe & merritt","155-5",NA,NA,"Unknown","#834128","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Convection","Single Oven","Kitchen"
"SITE_1100","ROOM_43613","APPL_85087","Stove / Oven combo","Other","Zenith","Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","No","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Living Room"
"SITE_1101","ROOM_13463","APPL_63094","Stove / Oven combo","LG",NA,"LRE30757SW/00",NA,NA,"2008","805KMDS00010","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Convection","Single Oven","Kitchen"
"SITE_1102","ROOM_43119","APPL_38465","Stovetop","General Electric",NA,"#9114262591",NA,NA,"Unknown","4F717525R","No","Yes","Electric","Glass Top",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_1102","ROOM_43119","APPL_165601","Oven (standalone / wall)","General Electric",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes",NA,NA,NA,NA,"Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1103","ROOM_16295","APPL_47070","Stove / Oven combo","Tappan",NA,"TEF326FBB",NA,NA,"Unknown","VF831 90711","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1104","ROOM_40921","APPL_132219","Oven (standalone / wall)","KitchenAid",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes",NA,NA,NA,NA,"Natural Gas",NA,"Both","Single Oven","Kitchen"
"SITE_1104","ROOM_40921","APPL_56943","Stovetop","KitchenAid",NA,"KCGS350ESS00",NA,NA,"Unknown","DA0703284","No","Yes","Natural Gas","Combustion",NA,"5",NA,NA,NA,NA,"Kitchen"
"SITE_1105","ROOM_34173","APPL_100807","Stove / Oven combo","General Electric",NA,"JB645DK1WW",NA,NA,"Unknown","FG246745Q","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1106","ROOM_17321","APPL_21942","Stovetop","Other","Monogram","Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","Unknown","Yes","Electric","Glass Top",NA,"5",NA,NA,NA,NA,"Kitchen"
"SITE_1106","ROOM_17321","APPL_94550","Oven (standalone / wall)","Other","Monogram","ZET1SH2SS",NA,NA,"Unknown","TL017329Q","Yes","Yes",NA,NA,NA,NA,"Electric",NA,"Both","Single Oven","Kitchen"
"SITE_1107","ROOM_33514","APPL_114645","Stove / Oven combo","Whirlpool",NA,"WFC315S0JW3",NA,NA,"Unknown","RB0810428","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1108","ROOM_13315","APPL_23561","Stove / Oven combo","Crosley",NA,"XB258DM2WW",NA,NA,"Unknown","SS019569Q","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1109","ROOM_22276","APPL_10360","Oven (standalone / wall)","LG",NA,"LWC3063BD/00",NA,NA,"2020","011KMYH11482","Yes","Yes",NA,NA,NA,NA,"Electric",NA,"Both","Single Oven","Kitchen"
"SITE_1109","ROOM_22276","APPL_88918","Stove / Oven combo","General Electric",NA,"CGS980SEM7SS",NA,NA,"Unknown","LV203776P","No","Yes","Propane","Combustion",NA,"5","Propane",NA,"Both","Single Oven","Kitchen"
"SITE_111","ROOM_26336","APPL_124509","Stove / Oven combo","KitchenAid",NA,"KFEG504KPS",NA,NA,"Unknown","Unknown","No","Yes","Electric","Induction",NA,"5","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1110","ROOM_3278","APPL_31939","Stove / Oven combo","General Electric",NA,"JGB6000DET2BB",NA,NA,"Unknown","TZ230102P","No","Yes","Propane","Combustion",NA,"5","Propane",NA,"Convection","Single Oven","Kitchen"
"SITE_1111","ROOM_32450","APPL_91201","Stove / Oven combo","Bosch",NA,"HDI7282U/06",NA,NA,"Unknown","#900300221","No","Yes","Natural Gas","Combustion",NA,"4","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_1112","ROOM_1071","APPL_11347","Stove / Oven combo","Frigidaire",NA,"PLCS389DCC",NA,NA,"Unknown","NF51915985","No","Yes","Propane","Combustion",NA,"4","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_1113","ROOM_24052","APPL_120838","Stove / Oven combo","HotPoint",NA,"RB787W B1WW",NA,NA,"Unknown","SV220733H","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1114","ROOM_15418","APPL_55534","Stove / Oven combo","General Electric",NA,"JB645DK8WW",NA,NA,"Unknown","AT057139Q","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1115","ROOM_44068","APPL_134424","Stovetop","General Electric",NA,"Unknown","Unknown",NA,"Unknown","Unknown","No","Yes","Electric","Glass Top",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_1115","ROOM_44068","APPL_13483","Oven (standalone / wall)","Bosch",NA,"HBL8650UC/03",NA,NA,"Unknown","#880700108","No","Yes",NA,NA,NA,NA,"Electric",NA,"Both","Double Oven","Kitchen"
"SITE_1116","ROOM_32331","APPL_142542","Stovetop","Whirlpool",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Electric","Coils",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_1116","ROOM_32331","APPL_4934","Oven (standalone / wall)","Whirlpool",NA,"RB160PXYQ",NA,NA,"Unknown","XB5001515","No","Yes",NA,NA,NA,NA,"Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1116","ROOM_22995","APPL_50227","Stove / Oven combo","Kenmore",NA,"#79090119013",NA,NA,"Unknown","VF31858348","No","No","Electric","Coils",NA,"Unknown","Unknown","Unknown","Unknown","Single Oven","Kitchen"
"SITE_1117","ROOM_25181","APPL_87678","Stove / Oven combo","Frigidaire",NA,"FFGF3053LSG",NA,NA,"Unknown","VF22481616","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Radiant","Single Oven","Kitchen"
"SITE_1118","ROOM_17669","APPL_61566","Stove / Oven combo","Kenmore",NA,"#79096334504",NA,NA,"Unknown","VF64036494","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1118","ROOM_46806","APPL_90364","Stove / Oven combo","Frigidaire",NA,"FEF355EQB",NA,NA,"Unknown","VF53649574","No","No","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
