"SiteID","Mechanical_ID","Technology_Description","Storage_Tankless","Fuel_Type","Make","Make_Other","Model","Water_Heater_Missing_Model_Reason","Size","Size_Is_Estimated","Year_Manufactured","Serial_Number","Wifi_Enabled","Serves_Whole_House","Location","Provided_by_Heating_System","Supplemental_Solar_Water_Heating","Capacity_BTUH","Capacity_BTUH_Is_Estimated","Capacity_kW","Capacity_kW_Is_Estimated","Water_Heater_Efficiency_Type","Water_Heater_Efficiency","Water_Heater_MEF","Tank_Wrap","Tank_Wrap_Thickness","Pipe_Wrap","Pipe_Wrap_Type","Pipe_Wrap_Type_Other","Pipe_Wrap_Length","Pipe_Wrap_Length_Is_Estimated","Pipe_Wrap_Thickness","Pipe_Wrap_Thickness_Is_Estimated","Circulator_Present","Space_Is_Conditioned","HPWH_Conditioned_Space_Size","Relation_to_Space_Heating_Unit","Air_Supply_From_Inside_House","HPWH_Ducting","Within_4_feet_of_a_drain","Drain_Type","Can_Exhaust_to_Garage_or_Get_Supply_Air_from_Home_Interior","In_A_Room_Greater_Than_1.000_Cubic_Feet","Eight_feet_of_Vertical_Space","HPWH_Current_Mode","HPWH_Port_Present","Indirect_Water_Heater_Fuel"
"SITE_1537","MECH_103685","Electric Resistance","Storage","Electric","Bradford White",NA,"Unknown","Unknown","50","Measured or Known","Unknown","WJ46615016","No","No","Mechanical","Unknown","No",NA,NA,"4.5","Measured or Known","Uniform Energy Factor (UEF)","0.92","Unknown","Unknown","Unknown","Yes","Polyethylene Foam",NA,"2","Estimated","2","Measured or Known","Yes – captured with previous water heater","Yes",NA,"Same room","Yes",NA,"Yes","Unknown","Yes","Yes","No",NA,NA,NA
"SITE_1538","MECH_5122","Electric Resistance","Storage","Electric","General Electric",NA,"GE50T06TAG",NA,"50","Measured or Known","2006","GE0206R03450","No","Yes","Mechanical","No","No",NA,NA,"4.5","Measured or Known","Energy Factor (EF)","0.95","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"Yes","Plumbed drain","Yes","Yes","No",NA,NA,NA
"SITE_1539","MECH_84416","Electric Resistance","Storage","Electric","Rheem",NA,"XE55T12C555U0",NA,"55","Measured or Known","Unknown","Q182042194","No","Yes","Kitchen","No","No",NA,NA,"5.5","Measured or Known","Energy Factor (EF)","0.93","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Adjacent rooms","Yes",NA,"Yes","Plumbed drain","Yes","No","Yes",NA,NA,NA
"SITE_154","MECH_151389","Fossil Fuel Non-Condensing","Storage","Natural Gas","Bradford White",NA,"MI5036FBN",NA,"50","Measured or Known","Unknown","JA16175595","No","Yes","Garage","No","No","40000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Unknown","No",NA,"Next to each other","Yes",NA,"No","Unknown","Yes","Yes","Yes",NA,NA,NA
"SITE_1540","MECH_47713","Electric Resistance","Storage","Electric","GAMA",NA,"E2F40RD045V",NA,"40","Estimated","1999","1041T410850","No","Yes","Bathroom","No","No",NA,NA,"4","Estimated","Energy Factor (EF)","0.92","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"Yes","Plumbed drain","Yes","No","No",NA,NA,NA
"SITE_1541","MECH_52012","Electric Resistance","Storage","Electric","General Electric",NA,"SE50M12AAH",NA,"50","Measured or Known","2008","GE 0908R03683","No","Yes","Bedroom","No","No",NA,NA,"4.5","Measured or Known","Integrated Energy Factor (IEF)","0.92","Unknown","No",NA,"Yes","Polyethylene Foam",NA,"10","Measured or Known","0.5","Measured or Known","No","Yes",NA,"None of the above","Yes",NA,"No","Unknown","No","No","Yes",NA,NA,NA
"SITE_1542","MECH_95154","Unknown","Storage","Unknown","Other","Tiny Titan","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No","Kitchen","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_1542","MECH_146149","Electric Resistance","Storage","Electric","Unknown",NA,"Unknown","Unknown","60","Estimated","Unknown","Unknown","No","Yes","Bathroom","No","No",NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Yes","2.0 inches","Yes","Polyethylene Foam",NA,"4","Measured or Known","0.5","Measured or Known","Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_1543","MECH_74728","Electric Resistance","Storage","Electric","Rheem",NA,"PROE50 M2 RH95",NA,"50","Measured or Known","Unknown","PROE50 M2 RH95","No","Yes","Hallway","Yes","No",NA,NA,"4.5","Measured or Known","Uniform Energy Factor (UEF)","0.93","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","No",NA,"No","Unknown","No","Yes","No",NA,NA,NA
"SITE_1544","MECH_124843","Electric Resistance","Storage","Electric","Rheem",NA,"82-52-2",NA,"50","Measured or Known","Unknown","RH 0907215936","No","Yes","Mechanical","Yes","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"Yes","Polyethylene Foam",NA,"2","Estimated","0.5","Estimated","No","Yes",NA,"Next to each other","No",NA,"No","Unknown","No","No","Yes",NA,NA,NA
"SITE_1545","MECH_4092","Electric Resistance","Storage","Electric","Whirlpool",NA,"E1F50RD045V",NA,"50","Measured or Known","Unknown","1015T414410","No","Yes","Mechanical","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"Yes","Polyethylene Foam",NA,"15","Estimated","0.5","Estimated","No","Yes",NA,"Same room","Yes",NA,"Yes","Floor drain","No","Yes","No",NA,NA,NA
"SITE_1546","MECH_129118","Electric Resistance","Storage","Electric","Rheem",NA,"PROE40 M2 RH95",NA,"40","Measured or Known","Unknown","M391602502","No","Yes","Kitchen","Yes","No",NA,NA,"4.5","Measured or Known","Uniform Energy Factor (UEF)","0.93","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Adjacent rooms","Yes",NA,"Yes","Plumbed drain","Yes","No","No",NA,NA,NA
"SITE_1547","MECH_140948","Electric Resistance","Storage","Electric","Reliance",NA,"6-50-EORS 110",NA,"50","Measured or Known","Unknown","#1907113701552","No","Yes","Living Room","Yes","No",NA,NA,"4.5","Measured or Known","Uniform Energy Factor (UEF)","0.92","Unknown","No",NA,"Yes","Polyethylene Foam",NA,"3","Estimated","0.5","Measured or Known","No","Yes",NA,"None of the above","No",NA,"No","Unknown","No","Yes","No",NA,NA,NA
"SITE_1548","MECH_29747","Electric Resistance","Storage","Electric","Rheem",NA,"XE50T06ST4501",NA,"50","Measured or Known","2020","M302005469","No","Yes","Mechanical","Yes","No",NA,NA,"4.5","Measured or Known","Uniform Energy Factor (UEF)","0.93","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Same room","Yes",NA,"No","Unknown","No","No","Yes",NA,NA,NA
"SITE_1548","MECH_47929","Electric Resistance","Storage","Electric","Rheem",NA,"XE50T06ST45U1",NA,"50","Measured or Known","2020","M322011157","No","No","Mechanical","Yes","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Same room","Yes",NA,"No","Unknown","No","No","Yes",NA,NA,NA
"SITE_1549","MECH_34845","Electric Resistance","Storage","Electric","Ruud",NA,"PE2S50-2",NA,"47","Measured or Known","2005","RU 0805R09888","No","No","Crawlspace","No","No",NA,NA,"4.5","Measured or Known","Energy Factor (EF)","0.9","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"Same room","Yes",NA,"Yes","Plumbed drain","Yes","Yes","No",NA,NA,NA
"SITE_1549","MECH_40835","Electric Resistance","Storage","Electric","Ruud",NA,"PE2S50-2",NA,"47","Measured or Known","2007","RU 0307R11459","No","No","Crawlspace","No","No",NA,NA,"4.5","Measured or Known","Energy Factor (EF)","0.9","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"Same room","Yes",NA,"Yes","Plumbed drain","Yes","Yes","No",NA,NA,NA
"SITE_155","MECH_104226","Electric Resistance","Storage","Electric","Rheem",NA,"XE50M06ST45UI",NA,"50","Measured or Known","2015","M531504878","No","Yes","Laundry","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Same room","Yes",NA,"Unknown","Unknown","Yes","No","No",NA,NA,NA
"SITE_1550","MECH_134951","Electric Resistance","Storage","Electric","Rheem",NA,"XE40M12CS55U1",NA,"40","Measured or Known","2020","Q422000136","Yes","Yes","Mechanical","No","No",NA,NA,"5.5","Measured or Known","Uniform Energy Factor (UEF)","0.93","Unknown","No",NA,"Yes","Polyethylene Foam",NA,"4","Measured or Known","1","Measured or Known","No","No",NA,"Next to each other","Yes",NA,"Yes","Floor drain","No","Yes","No",NA,NA,NA
"SITE_1551","MECH_23142","Electric Resistance","Storage","Electric","AO Smith",NA,"ECT 52 200",NA,"50","Measured or Known","Unknown","L04J026248","No","Yes","Bedroom","Yes","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","No",NA,"No","Unknown","No","Yes","No",NA,NA,NA
"SITE_1552","MECH_61156","Electric Resistance","Storage","Electric","Rheem",NA,"XE50MOGST45U0",NA,"50","Measured or Known","2014","RH M181402586","No","Yes","Laundry","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"No","Unknown","No","No","Yes",NA,NA,NA
"SITE_1553","MECH_28641","Electric Resistance","Storage","Electric","American Water Heaters",NA,"E6N-50H 110",NA,"50","Measured or Known","Unknown","#1749108463763","No","No","Mechanical","Yes","No",NA,NA,"4.5","Measured or Known","Uniform Energy Factor (UEF)","0.92","Unknown","No",NA,"Yes","Polyethylene Foam",NA,"24","Estimated","0.5","Estimated","Yes","Yes",NA,"Same room","Yes",NA,"Yes","Plumbed drain","No","Yes","No",NA,NA,NA
"SITE_1553","MECH_156852","Electric Resistance","Storage","Electric","American Water Heaters",NA,"E6N-50H 110",NA,"50","Measured or Known","Unknown","#1749108463758","No","No","Mechanical","Yes","No",NA,NA,"4.5","Measured or Known","Uniform Energy Factor (UEF)","0.92","Unknown","No",NA,"Yes","Polyethylene Foam",NA,"24","Estimated","0.5","Measured or Known","Yes – captured with previous water heater","Yes",NA,"Same room","Yes",NA,"Yes","Plumbed drain","No","Yes","No",NA,NA,NA
"SITE_1554","MECH_141556","Electric Resistance","Storage","Electric","Bradford White",NA,"M250S6DS-1NCWW",NA,"50","Measured or Known","Unknown","HC14725053","No","No","Kitchen","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"No","Unknown","No","No","No",NA,NA,NA
"SITE_1554","MECH_54080","Electric Resistance","Storage","Electric","General Electric",NA,"GE30S06AAG",NA,"30","Measured or Known","2005","#GE1105215657","No","No","Kitchen","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"None of the above","Yes",NA,"No","Unknown","No","No","No",NA,NA,NA
"SITE_1555","MECH_23237","Electric Resistance","Storage","Electric","Rheem",NA,"82 V 52-2",NA,"50","Measured or Known","2006","0106R00039","No","No","Bathroom","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_1555","MECH_153555","Electric Resistance","Storage","Electric","Rheem",NA,"82V52-2",NA,"50","Measured or Known","2005","1205R07896","No","Yes","Mechanical","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"Next to each other","Yes",NA,"Yes","Floor drain","Unknown","Yes","Yes",NA,NA,NA
"SITE_1556","MECH_143960","Electric Resistance","Storage","Electric","American Water Heaters",NA,"F6N-50H 130",NA,"50","Measured or Known","Unknown","#2150127498890","No","Yes","Kitchen","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"No","Unknown","No","Yes","Yes",NA,NA,NA
"SITE_1557","MECH_87366","Electric Resistance","Storage","Electric","General Electric",NA,"PE50M9A",NA,"50","Measured or Known","Unknown","GE 0102225243","No","Yes","Mechanical","No","No",NA,NA,"4.5","Measured or Known","Integrated Energy Factor (IEF)","0.91","Unknown","No",NA,"Yes","Polyethylene Foam",NA,"2.5","Estimated","0.5","Estimated","No","Yes",NA,"Next to each other","Yes",NA,"No","Unknown","No","Yes","No",NA,NA,NA
"SITE_1558","MECH_99109","Electric Resistance","Storage","Electric","Unknown",NA,"Unknown","Unknown","50","Measured or Known","Unknown","Unknown","No","Yes","Basement","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","Yes","3.0 inches","Yes","Polyethylene Foam",NA,"Unknown","Measured or Known","1","Measured or Known","No","No",NA,"None of the above","Yes",NA,"No","Unknown","Yes","Yes","No",NA,NA,NA
"SITE_1559","MECH_149352","Electric Resistance","Storage","Electric","Bradford White",NA,"MI50S6DS13",NA,"50","Measured or Known","Unknown","XG4696782","No","Yes","Bathroom","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_156","MECH_27915","Electric Resistance","Storage","Electric","General Electric",NA,"GE40M06AAG",NA,"40","Measured or Known","2011","GE0311R10963","No","Yes","Laundry","No","No",NA,NA,"4.3","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"Yes","Floor drain","Yes","No","No",NA,NA,NA
"SITE_1560","MECH_59488","Electric Resistance","Storage","Electric","Rheem",NA,"PROE50T2RH95",NA,"50","Measured or Known","2019","M301902881","No","No","Mechanical","No","No",NA,NA,"4.5","Measured or Known","Uniform Energy Factor (UEF)","0.92","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,"Next to each other","Yes",NA,"Yes","Floor drain","Unknown","No","Yes",NA,NA,NA
"SITE_1560","MECH_36951","Electric Resistance","Storage","Electric","Rheem",NA,"PROE50T2RH95",NA,"50","Measured or Known","2019","Q251933452","No","No","Mechanical","No","No",NA,NA,"4.5","Measured or Known","Uniform Energy Factor (UEF)","0.92","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Yes – captured with previous water heater","Yes",NA,"Next to each other","Yes",NA,"Yes","Floor drain","Yes","No","Yes",NA,NA,NA
"SITE_1561","MECH_116131","Electric Resistance","Storage","Electric","Bradford White",NA,"M250S6DS-1NCWW",NA,"50","Measured or Known","Unknown","KL28066287","No","Yes","Mechanical","No","No",NA,NA,"4.5","Measured or Known","Uniform Energy Factor (UEF)","0.92","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"No","Unknown","No","Yes","No",NA,NA,NA
"SITE_1562","MECH_5929","Electric Resistance","Storage","Electric","AO Smith",NA,"E6-50H45DV 130",NA,"50","Measured or Known","Unknown","#2209128537581","No","Yes","Laundry","Yes","No",NA,NA,"4.5","Measured or Known","Uniform Energy Factor (UEF)","0.92","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Unknown",NA,"No","Unknown","Unknown","No","No",NA,NA,NA
"SITE_1563","MECH_39901","Fossil Fuel Non-Condensing","Storage","Propane","Bradford White",NA,"MI40T6FSX",NA,"40","Measured or Known","Unknown","LK35103874","No","Yes","Mechanical","No","No","36000","Measured or Known",NA,NA,"Unknown","0.6","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Next to each other","Yes",NA,"Yes","Floor drain","Yes","No","Yes",NA,NA,NA
"SITE_1564","MECH_66181","Electric Resistance","Storage","Electric","AO Smith",NA,"E6-40R45DV 110",NA,"40","Measured or Known","Unknown","#2151127630734","No","Yes","Closet","Yes","No",NA,NA,"4.5","Measured or Known","Uniform Energy Factor (UEF)","0.92","Unknown","No",NA,"Yes","Polyethylene Foam",NA,"5","Measured or Known","0.5","Measured or Known","No","Yes",NA,"None of the above","Yes",NA,"Yes","Plumbed drain","Unknown","No","Yes",NA,NA,NA
"SITE_1565","MECH_39115","Electric Resistance","Storage","Electric","Marathon",NA,"MR85245B",NA,"85","Measured or Known","Unknown","0509 W 37188","No","Yes","Mechanical","Yes","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"Same room","Yes",NA,"Yes","Floor drain","Unknown","Yes","Yes",NA,NA,NA
"SITE_1565","MECH_12569","Electric Resistance","Storage","Electric","Rheem",NA,"MHD85245",NA,"85","Measured or Known","Unknown","A241604202","No","Yes","Mechanical","Yes","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"Same room","Yes",NA,"Yes","Floor drain","Unknown","Yes","Yes",NA,NA,NA
"SITE_1566","MECH_53007","Unknown","Unknown","Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Laundry","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_1567","MECH_31988","Electric Resistance","Storage","Electric","National",NA,"Unknown","NAMEPLATE IS ILLEGIBLE","Unknown","Unknown","Unknown","Unknown","No","Yes","Kitchen","Yes","No",NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","No",NA,"Yes","Polyethylene Foam",NA,"12","Estimated","0.5","Estimated","No","No",NA,"None of the above","No",NA,"Yes","Plumbed drain","No","Yes","No",NA,NA,NA
"SITE_1568","MECH_92154","Electric Resistance","Storage","Electric","Bradford White",NA,"M250T6DS-1NCWW",NA,"50","Measured or Known","Unknown","#FE11969992","No","Yes","Mechanical","Yes","No",NA,NA,"4.5","Measured or Known","Uniform Energy Factor (UEF)","0.9","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Same room","No",NA,"Yes","Plumbed drain","No","No","Yes",NA,NA,NA
"SITE_157","MECH_71435","Electric Resistance","Storage","Electric","Ruud",NA,"PE2-52-2",NA,"50","Measured or Known","2004","RU 0704R11347","No","Yes","Garage","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"Same room","No",NA,"No","Unknown","Yes","Yes","No",NA,NA,NA
"SITE_1571","MECH_11443","Fossil Fuel Non-Condensing","Tankless","Natural Gas","Rinnai",NA,"R75LS",NA,NA,NA,"Unknown","BK CA-037045","No","Yes","Garage","No","No","180000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No","Unknown","No",NA,NA,NA,NA,NA,NA,"No","No",NA,"Next to each other","Yes",NA,"Yes","Plumbed drain","Yes","Yes","Yes",NA,NA,NA
"SITE_1572","MECH_104083","Fossil Fuel Non-Condensing","Tankless","Natural Gas","Navien",NA,"NPE-240S2(NG)",NA,NA,NA,"Unknown","#208972231611338","No","Yes","Basement","No","No","199900","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No","Unknown","No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Adjacent rooms","Yes",NA,"No","Unknown","No","Yes","No",NA,NA,NA
"SITE_1573","MECH_163253","Electric Resistance","Storage","Electric","American Water Heaters",NA,"E61-50R-045D",NA,"50","Measured or Known","Unknown","#0505123220","No","Yes","Basement","Unknown","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"Yes","Polyethylene Foam",NA,"60","Estimated","0.75","Estimated","No","Yes",NA,"Next to each other","Unknown",NA,"No","Unknown","No","Yes","Yes",NA,NA,NA
"SITE_1574","MECH_5022","Electric Resistance","Storage","Electric","Rheem",NA,"XE50T12CS55U1",NA,"50","Measured or Known","2020","Q402059099","Yes","Yes","Laundry","No","No",NA,NA,"5.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"Yes","Unknown","No","No","Yes",NA,NA,NA
"SITE_1575","MECH_122208","Fossil Fuel Non-Condensing","Storage","Natural Gas","General Electric",NA,"GG40T06AVG01",NA,"40","Measured or Known","2007","GELN1007V03549","No","Yes","Garage","No","No","36000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"Next to each other","Yes",NA,"No","Unknown","Yes","Yes","Yes",NA,NA,NA
"SITE_1576","MECH_10174","Electric Resistance","Storage","Electric","Rheem",NA,"XE40M06ST45U1",NA,"40","Measured or Known","2016","M461606671","No","Yes","Garage","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"Yes","Polyethylene Foam",NA,"15","Estimated","0.5","Estimated","No","No",NA,"None of the above","Yes",NA,"No","Unknown","Yes","Yes","Yes",NA,NA,NA
"SITE_1577","MECH_102309","Fossil Fuel Non-Condensing","Storage","Natural Gas","AO Smith",NA,"FSG50216",NA,"50","Measured or Known","Unknown","GK921223829216","No","Unknown","Garage","No","No","40000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"Next to each other","Yes",NA,"No","Unknown","Yes","Yes","Yes",NA,NA,NA
"SITE_1578","MECH_112234","Fossil Fuel Non-Condensing","Storage","Natural Gas","AO Smith",NA,"GVR 50 100",NA,"50","Measured or Known","2007","A07J046243","No","Yes","Basement","No","No","40000","Measured or Known",NA,NA,"Unknown","0.58","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Next to each other","Yes",NA,"No","Unknown","No","Yes","No",NA,NA,NA
"SITE_1579","MECH_137002","Electric Resistance","Storage","Electric","Other","SunEarth","SE80HX-6 100",NA,"76","Measured or Known","Unknown","1546M000826","No","Yes","Garage","No","Yes",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Yes","No",NA,"Next to each other","Yes",NA,"Unknown","Unknown","Yes","Yes","Yes",NA,NA,NA
"SITE_1579","MECH_8067","Fossil Fuel Non-Condensing","Tankless","Natural Gas","Takagi",NA,"AT-KJR2-IN-N",NA,NA,NA,"Unknown","#69012243","No","Yes","Garage","No","Unknown","140000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No","Unknown","Yes","Polyethylene Foam",NA,"18","Estimated","0.5","Estimated","Unknown","No",NA,"Same room","Yes",NA,"Unknown","Unknown","Yes","Yes","Yes",NA,NA,NA
